CASEID	SETID	CHOICE15	Alternative	FSG	FSO	TT	CHOICE01				
13051	1205	4	2	3.479	27.106	0	0				
13051	1205	4	3	0	0.697	7	0				
13051	1205	4	4	4.16	19.515	0	1				
13051	1205	4	5	1.817	1.498	11.44	0				
13068	1206	4	1	0.148	3.677	2.89	0				
13068	1206	4	2	0.388	0.252	0	0				
13068	1206	4	3	0.702	0.792	0	0				
13068	1206	4	4	1.792	2.677	3.62	1				
13068	1206	4	5	0.686	0.368	0	0				
13068	1207	1	1	0.702	0.792	0	1				
13068	1207	1	2	0.388	0.252	0	0				
13068	1207	1	3	0.148	3.677	2.89	0				
13068	1207	1	4	2.121	41.669	2.89	0				
13068	1207	1	5	6.438	77.335	2.89	0				
13071	1208	5	1	0.388	0.252	0	0				
13071	1208	5	2	0.578	0.105	6.92	0				
13071	1208	5	3	2.109	1.759	8.76	0				
13071	1208	5	4	1.556	0.434	13.32	0				
13071	1208	5	5	2.932	2.181	0	1				
13080	1209	3	1	1.792	2.677	6.95	0				
13080	1209	3	2	2.109	1.759	5.47	0				
13080	1209	3	3	2.932	2.181	7.02	1				
13080	1209	3	4	0.36	0.1	6.95	0				
13080	1209	3	5	1.556	0.434	3.62	0				
13082	1210	4	1	0.379	0.225	0	0				
13082	1210	4	2	0.105	0.07	0	0				
13082	1210	4	3	0.077	0.195	0	0				
13082	1210	4	4	3.418	6.65	0	1				
13082	1210	4	5	0.36	0.1	27.84	0				
13083	1211	1	1	0.066	1.777	0	1				
13083	1211	1	2	1.911	0.686	0	0				
13083	1211	1	3	1.65	9.1	0	0				
13083	1211	1	4	0.295	0.197	9.96	0				
13083	1211	1	5	0.379	0.225	0	0				
13088	1212	1	1	0.449	0.349	0	1				
13088	1212	1	2	0.72	0.107	2.21	0				
13088	1212	1	3	0.619	1.542	3.2	0				
13088	1212	1	4	0.62	1.827	3.2	0				
13088	1212	1	5	0.066	1.777	0	0				
13088	1213	1	1	1.223	42.422	3.2	1				
13088	1213	1	2	0.449	0.349	0	0				
13088	1213	1	3	0.619	1.542	3.2	0				
13088	1213	1	4	0.62	1.827	3.2	0				
13088	1213	1	5	0	4.573	3.2	0				
13090	1214	3	1	0.136	0.249	24.8	0				
13090	1214	3	2	3.401	21.946	6.2	0				
13090	1214	3	3	3.289	9.748	6.2	1				
13090	1214	3	4	2.287	1.42	29	0				
13090	1214	3	5	0.552	3.932	11.8	0				
13090	1215	1	1	3.289	9.748	6.2	1				
13090	1215	1	2	3.401	21.946	6.2	0				
13090	1215	1	3	0.136	0.249	24.8	0				
13090	1215	1	4	2.287	1.42	29	0				
13090	1215	1	5	0.57	3.478	29	0				
13099	1216	1	1	0.661	1.25	0	1				
13099	1216	1	2	0.799	0.937	0	0				
13099	1216	1	3	0	0.045	0	0				
13099	1216	1	4	4.054	2.456	20	0				
13099	1216	1	5	6.33	11.383	0	0				
13102	1217	4	1	0.661	1.25	0	0				
13102	1217	4	2	0.799	0.937	0	0				
13102	1217	4	3	0	0.045	0	0				
13102	1217	4	4	1.223	42.422	12.32	1				
13102	1217	4	5	4.054	2.456	6.96	0				
13107	1218	5	1	5.19	59.651	20	0				
13107	1218	5	2	0.799	0.937	0	0				
13107	1218	5	3	0	0.045	0	0				
13107	1218	5	4	4.054	2.456	20	0				
13107	1218	5	5	0.661	1.25	0	1				
13117	1219	5	1	5.19	59.651	20	0				
13117	1219	5	2	0.799	0.937	0	0				
13117	1219	5	3	0	0.045	0	0				
13117	1219	5	4	4.054	2.456	20	0				
13117	1219	5	5	0.661	1.25	0	1				
13118	1220	2	1	0.799	0.937	0	0				
13118	1220	2	2	0.661	1.25	0	1				
13118	1220	2	3	0	0.045	0	0				
13118	1220	2	4	4.054	2.456	20	0				
13118	1220	2	5	5.19	59.651	20	0				
16004	1221	3	1	0	0.985	3.99	0				
16004	1221	3	2	1.172	0.726	0	0				
16004	1221	3	3	0.974	0.572	6.6	1				
16004	1221	3	4	0.382	1.172	9.94	0				
16004	1221	3	5	0.799	0.937	0	0				
16008	1222	4	1	1.239	12.395	17.56	0				
16008	1222	4	2	0.086	0.103	15	0				
16008	1222	4	3	2.477	10.492	17.56	0				
16008	1222	4	4	0.527	0.106	17.56	1				
16008	1222	4	5	0.092	2.307	0	0				
16010	1223	3	1	2.469	17.977	17.28	0				
16010	1223	3	2	1.447	2	12.52	0				
16010	1223	3	3	20.452	83.361	19.2	1				
16010	1223	3	4	2.322	0.867	17.44	0				
16010	1223	3	5	6.617	95.932	7.2	0				
16011	1224	1	1	2.121	41.669	6.87	1				
16011	1224	1	2	2.109	1.759	0	0				
16011	1224	1	3	2.932	2.181	2.89	0				
16011	1224	1	4	1.556	0.434	5.57	0				
16011	1224	1	5	1.447	2	3.91	0				
16027	1225	2	1	1.556	0.434	2.22	0				
16027	1225	2	2	2.932	2.181	3.42	1				
16027	1225	2	3	0.148	3.677	2.38	0				
16027	1225	2	4	2.121	41.669	2.38	0				
16027	1225	2	5	0.946	0.236	9.96	0				
16027	1226	4	1	2.121	41.669	2.38	0				
16027	1226	4	2	1.556	0.434	2.22	0				
16027	1226	4	3	0.148	3.677	2.38	0				
16027	1226	4	4	2.932	2.181	3.42	1				
16027	1226	4	5	6.438	77.335	2.38	0				
16048	1227	2	1	0.898	56.296	0	0				
16048	1227	2	2	3.61	5.189	6.04	1				
16048	1227	2	3	6.617	95.932	0	0				
16048	1227	2	4	1.314	6.22	2.49	0				
16048	1227	2	5	10.325	37.322	0	0				
16056	1228	4	1	0.148	3.677	3.81	0				
16056	1228	4	2	0.578	0.105	0	0				
16056	1228	4	3	2.932	2.181	1.91	0				
16056	1228	4	4	1.792	2.677	5.17	1				
16056	1228	4	5	0.442	0.457	0	0				
16058	1229	3	1	1.774	1.95	4.49	0				
16058	1229	3	2	0.574	0.593	0	0				
16058	1229	3	3	3.418	6.65	7.2	1				
16058	1229	3	4	0.867	0.197	2.47	0				
16058	1229	3	5	0.449	0.349	7.03	0				
16070	1230	4	1	6.617	95.932	3.08	0				
16070	1230	4	2	1.765	0.655	0	0				
16070	1230	4	3	0.898	56.296	3.08	0				
16070	1230	4	4	3.61	5.189	4.3	1				
16070	1230	4	5	4.054	2.456	0	0				
16073	1231	5	1	6.617	95.932	3.08	0				
16073	1231	5	2	0.19	0.517	0	0				
16073	1231	5	3	0	1.344	0	0				
16073	1231	5	4	0.442	0.457	5.83	0				
16073	1231	5	5	0.898	56.296	6.95	1				
16074	1232	4	1	0.231	2.347	7.71	0				
16074	1232	4	2	1.345	6.319	0	0				
16074	1232	4	3	0.058	0.189	5.41	0				
16074	1232	4	4	0.803	1.587	0	1				
16074	1232	4	5	0.442	0.457	5.83	0				
16075	1233	1	1	2.925	4.548	0	1				
16075	1233	1	2	6.33	11.383	0	0				
16075	1233	1	3	1.645	7.01	12	0				
16075	1233	1	4	1	0.665	12	0				
16075	1233	1	5	3.4	17.619	19	0				
16075	1234	5	1	3.4	17.619	19	0				
16075	1234	5	2	6.33	11.383	0	0				
16075	1234	5	3	1.645	7.01	12	0				
16075	1234	5	4	1	0.665	12	0				
16075	1234	5	5	2.925	4.548	0	1				
16091	1235	1	1	1.463	2.508	7.88	1				
16091	1235	1	2	1.19	1.597	5.68	0				
16091	1235	1	3	1.188	3.2	13.88	0				
16091	1235	1	4	0.842	0.956	14.24	0				
16091	1235	1	5	0.772	1.424	6.68	0				
16094	1236	2	1	2.014	2.229	3.86	0				
16094	1236	2	2	0.091	0.401	5.26	1				
16094	1236	2	3	4.358	16.2	5.26	0				
16094	1236	2	4	0.45	0.401	5.63	0				
16094	1236	2	5	1.19	1.597	1.71	0				
16100	1237	3	1	0.552	3.932	4.96	0				
16100	1237	3	2	2.199	9.42	3	0				
16100	1237	3	3	2.677	9.375	3	1				
16100	1237	3	4	0.036	0.276	3.54	0				
16100	1237	3	5	2.014	2.229	3.86	0				
16100	1238	1	1	2.677	9.375	3	1				
16100	1238	1	2	2.199	9.42	3	0				
16100	1238	1	3	0.552	3.932	4.96	0				
16100	1238	1	4	0.036	0.276	3.54	0				
16100	1238	1	5	1.506	0.632	3.88	0				
16104	1239	3	1	2.449	6.044	6.25	0				
16104	1239	3	2	2.199	9.42	2.54	0				
16104	1239	3	3	2.677	9.375	2.54	1				
16104	1239	3	4	1.506	0.632	4.77	0				
16104	1239	3	5	0.036	0.276	6.16	0				
16105	1240	5	1	1.506	0.632	4.77	0				
16105	1240	5	2	2.199	9.42	3	0				
16105	1240	5	3	0.552	3.932	4.96	0				
16105	1240	5	4	0.036	0.276	3.54	0				
16105	1240	5	5	2.677	9.375	3	1				
16105	1241	1	1	2.677	9.375	3	1				
16105	1241	1	2	2.199	9.42	3	0				
16105	1241	1	3	0.552	3.932	4.96	0				
16105	1241	1	4	0.036	0.276	3.54	0				
16105	1241	1	5	1.506	0.632	3.88	0				
16120	1242	1	1	0.066	1.777	6.38	1				
16120	1242	1	2	0.799	0.148	4.89	0				
16120	1242	1	3	1.85	1.213	5.04	0				
16120	1242	1	4	0.295	0.197	5.04	0				
16120	1242	1	5	0.148	3.677	5.47	0				
16123	1243	1	1	0.889	0.48	0	1				
16123	1243	1	2	1.199	13.735	0	0				
16123	1243	1	3	4.358	16.2	14.24	0				
16123	1243	1	4	0.267	3.67	25.44	0				
16123	1243	1	5	0.295	0.197	15.08	0				
16123	1244	2	1	1.199	13.735	0	0				
16123	1244	2	2	0.889	0.48	0	1				
16123	1244	2	3	4.358	16.2	14.24	0				
16123	1244	2	4	0.267	3.67	25.44	0				
16123	1244	2	5	2.939	2.361	25.44	0				
16141	1245	1	1	4.358	16.2	9.68	1				
16141	1245	1	2	0.091	0.401	0	0				
16141	1245	1	3	0.889	0.48	7.48	0				
16141	1245	1	4	1.199	13.735	7.48	0				
16141	1245	1	5	0.267	3.67	25.44	0				
16156	1246	2	1	0.217	0.216	0	0				
16156	1246	2	2	1.617	1.259	0	1				
16156	1246	2	3	1.816	3.919	6.09	0				
16156	1246	2	4	0.233	1.47	0	0				
16156	1246	2	5	0.163	1.31	7.59	0				
16157	1247	3	1	1.816	3.919	6.09	0				
16157	1247	3	2	0.217	0.216	0	0				
16157	1247	3	3	1.617	1.259	0	1				
16157	1247	3	4	0.233	1.47	0	0				
16157	1247	3	5	0.163	1.31	7.59	0				
16159	1248	1	1	1.223	42.422	20	1				
16159	1248	1	2	0.217	0.216	0	0				
16159	1248	1	3	1.617	1.259	0	0				
16159	1248	1	4	0.233	1.47	0	0				
16159	1248	1	5	1.816	3.919	18.84	0				
16159	1249	3	1	1.816	3.919	18.84	0				
16159	1249	3	2	0.217	0.216	0	0				
16159	1249	3	3	1.617	1.259	0	1				
16159	1249	3	4	0.233	1.47	0	0				
16159	1249	3	5	0.163	1.31	22	0				
16164	1250	5	1	0.233	1.47	0	0				
16164	1250	5	2	0.456	0	0	0				
16164	1250	5	3	0.176	4.754	0	0				
16164	1250	5	4	0.625	0.577	2.56	0				
16164	1250	5	5	2.952	4.534	0	1				
16165	1251	3	1	0.176	4.754	0	0				
16165	1251	3	2	0.456	0	0	0				
16165	1251	3	3	2.952	4.534	0	1				
16165	1251	3	4	0.625	0.577	2.56	0				
16165	1251	3	5	1.424	1.132	5.27	0				
16165	1252	4	1	2.952	4.534	0	0				
16165	1252	4	2	0.456	0	0	0				
16165	1252	4	3	0.176	4.754	0	0				
16165	1252	4	4	3.418	6.65	8.3	1				
16165	1252	4	5	0.625	0.577	2.56	0				
16168	1253	4	1	0.625	0.577	11.44	0				
16168	1253	4	2	0.456	0	0	0				
16168	1253	4	3	0.176	4.754	0	0				
16168	1253	4	4	2.952	4.534	0	1				
16168	1253	4	5	1.424	1.132	20.68	0				
16170	1254	1	1	3.403	12.516	3.85	1				
16170	1254	1	2	1.031	7.272	3.85	0				
16170	1254	1	3	0.036	0.253	5.9	0				
16170	1254	1	4	0.441	2.741	8.62	0				
16170	1254	1	5	0.9	5.818	10.07	0				
16171	1255	2	1	0.456	0	1.56	0				
16171	1255	2	2	2.952	4.534	1.56	1				
16171	1255	2	3	0.176	4.754	1.56	0				
16171	1255	2	4	0.625	0.577	3.67	0				
16171	1255	2	5	1.031	7.272	3.85	0				
16171	1256	5	1	0.449	0.349	4.9	0				
16171	1256	5	2	0.456	0	1.56	0				
16171	1256	5	3	0.176	4.754	1.56	0				
16171	1256	5	4	0.625	0.577	3.67	0				
16171	1256	5	5	2.952	4.534	1.56	1				
16179	1257	5	1	0.086	0.021	5.25	0				
16179	1257	5	2	0.598	0.429	0	0				
16179	1257	5	3	2.469	17.977	3.24	0				
16179	1257	5	4	2.705	89.841	3.49	0				
16179	1257	5	5	7.024	12.895	3.98	1				
16179	1258	2	1	0.598	0.429	0	0				
16179	1258	2	2	7.024	12.895	3.98	1				
16179	1258	2	3	2.469	17.977	3.24	0				
16179	1258	2	4	2.705	89.841	3.49	0				
16179	1258	2	5	20.452	83.361	3.49	0				
16183	1259	1	1	2.925	4.548	11.51	1				
16183	1259	1	2	4.054	2.456	0	0				
16183	1259	1	3	5.19	59.651	0	0				
16183	1259	1	4	0.163	1.31	3.88	0				
16183	1259	1	5	2.469	17.977	3.24	0				
16183	1260	4	1	0.163	1.31	3.88	0				
16183	1260	4	2	4.054	2.456	0	0				
16183	1260	4	3	5.19	59.651	0	0				
16183	1260	4	4	2.925	4.548	11.51	1				
16183	1260	4	5	0.054	1.601	3.88	0				
16193	1261	4	1	1.622	7.598	7.08	0				
16193	1261	4	2	0.629	0.779	0	0				
16193	1261	4	3	1.044	4.743	0	0				
16193	1261	4	4	0.834	1.25	0	1				
16193	1261	4	5	0.575	0.104	7.62	0				
16193	1262	2	1	0.629	0.779	0	0				
16193	1262	2	2	0.834	1.25	0	1				
16193	1262	2	3	1.044	4.743	0	0				
16193	1262	2	4	1.622	7.598	7.08	0				
16193	1262	2	5	1.817	1.498	8.82	0				
16196	1263	2	1	0.629	0.779	0	0				
16196	1263	2	2	0.834	1.25	0	1				
16196	1263	2	3	1.044	4.743	0	0				
16196	1263	2	4	1.622	7.598	23.92	0				
16196	1263	2	5	1.817	1.498	29.96	0				
16196	1264	5	1	1.817	1.498	29.96	0				
16196	1264	5	2	0.629	0.779	0	0				
16196	1264	5	3	1.044	4.743	0	0				
16196	1264	5	4	1.622	7.598	23.92	0				
16196	1264	5	5	0.834	1.25	0	1				
16198	1265	5	1	1.622	7.598	7.08	0				
16198	1265	5	2	0.629	0.779	0	0				
16198	1265	5	3	0.834	1.25	0	0				
16198	1265	5	4	1.044	4.743	0	0				
16198	1265	5	5	2.473	1.131	9.51	1				
16198	1266	2	1	0.629	0.779	0	0				
16198	1266	2	2	2.473	1.131	9.51	1				
16198	1266	2	3	0.834	1.25	0	0				
16198	1266	2	4	1.044	4.743	0	0				
16198	1266	2	5	1.622	7.598	7.08	0				
16198	1267	1	1	1.223	42.422	13.89	1				
16198	1267	1	2	0.629	0.779	0	0				
16198	1267	1	3	0.834	1.25	0	0				
16198	1267	1	4	1.044	4.743	0	0				
16198	1267	1	5	1.622	7.598	7.08	0				
16198	1268	4	1	1.044	4.743	0	0				
16198	1268	4	2	0.629	0.779	0	0				
16198	1268	4	3	0.834	1.25	0	0				
16198	1268	4	4	1.223	42.422	13.89	1				
16198	1268	4	5	1.622	7.598	7.08	0				
16203	1269	2	1	0.629	0.779	0	0				
16203	1269	2	2	0.834	1.25	0	1				
16203	1269	2	3	1.044	4.743	0	0				
16203	1269	2	4	1.622	7.598	23.92	0				
16203	1269	2	5	1.817	1.498	29.96	0				
16203	1270	2	1	0.629	0.779	0	0				
16203	1270	2	2	0.834	1.25	0	1				
16203	1270	2	3	1.044	4.743	0	0				
16203	1270	2	4	1.622	7.598	23.92	0				
16203	1270	2	5	1.817	1.498	29.96	0				
16204	1271	2	1	0.629	0.779	0	0				
16204	1271	2	2	0.834	1.25	0	1				
16204	1271	2	3	1.044	4.743	0	0				
16204	1271	2	4	1.622	7.598	23.92	0				
16204	1271	2	5	1.817	1.498	29.96	0				
16204	1272	2	1	0.629	0.779	0	0				
16204	1272	2	2	0.834	1.25	0	1				
16204	1272	2	3	1.044	4.743	0	0				
16204	1272	2	4	1.622	7.598	23.92	0				
16204	1272	2	5	1.817	1.498	29.96	0				
16208	1273	4	1	1.76	14.651	0	0				
16208	1273	4	2	1.025	0.104	0	0				
16208	1273	4	3	2.274	8.347	0	0				
16208	1273	4	4	0.646	0.194	0	1				
16208	1273	4	5	1.813	2.566	15	0				
16208	1274	2	1	1.025	0.104	0	0				
16208	1274	2	2	0.646	0.194	0	1				
16208	1274	2	3	2.274	8.347	0	0				
16208	1274	2	4	1.76	14.651	0	0				
16208	1274	2	5	1.813	2.566	15	0				
16218	1275	5	1	1.813	2.566	6	0				
16218	1275	5	2	0.646	0.194	0	0				
16218	1275	5	3	2.274	8.347	0	0				
16218	1275	5	4	1.76	14.651	0	0				
16218	1275	5	5	1.239	12.395	13.38	1				
16218	1276	4	1	1.76	14.651	0	0				
16218	1276	4	2	0.646	0.194	0	0				
16218	1276	4	3	2.274	8.347	0	0				
16218	1276	4	4	1.239	12.395	13.38	1				
16218	1276	4	5	1.813	2.566	6	0				
16221	1277	3	1	2.274	8.347	0	0				
16221	1277	3	2	0.646	0.194	0	0				
16221	1277	3	3	1.025	0.104	0	1				
16221	1277	3	4	1.76	14.651	0	0				
16221	1277	3	5	1.813	2.566	15	0				
16221	1278	5	1	1.813	2.566	15	0				
16221	1278	5	2	0.646	0.194	0	0				
16221	1278	5	3	2.274	8.347	0	0				
16221	1278	5	4	1.76	14.651	0	0				
16221	1278	5	5	1.025	0.104	0	1				
16228	1279	2	1	6.33	11.383	0	0				
16228	1279	2	2	2.925	4.548	0	1				
16228	1279	2	3	1.645	7.01	12	0				
16228	1279	2	4	1	0.665	12	0				
16228	1279	2	5	3.4	17.619	19	0				
16228	1280	5	1	3.4	17.619	19	0				
16228	1280	5	2	6.33	11.383	0	0				
16228	1280	5	3	1.645	7.01	12	0				
16228	1280	5	4	1	0.665	12	0				
16228	1280	5	5	2.925	4.548	0	1				
16229	1281	4	1	1	0.665	12	0				
16229	1281	4	2	6.33	11.383	0	0				
16229	1281	4	3	1.645	7.01	12	0				
16229	1281	4	4	2.925	4.548	0	1				
16229	1281	4	5	3.4	17.619	19	0				
16229	1282	5	1	3.4	17.619	19	0				
16229	1282	5	2	6.33	11.383	0	0				
16229	1282	5	3	1.645	7.01	12	0				
16229	1282	5	4	1	0.665	12	0				
16229	1282	5	5	2.925	4.548	0	1				
16231	1283	3	1	2.274	8.347	0	0				
16231	1283	3	2	1.025	0.104	0	0				
16231	1283	3	3	0.646	0.194	0	1				
16231	1283	3	4	1.76	14.651	0	0				
16231	1283	3	5	2.925	4.548	0	0				
16231	1284	2	1	1.025	0.104	0	0				
16231	1284	2	2	0.646	0.194	0	1				
16231	1284	2	3	2.274	8.347	0	0				
16231	1284	2	4	1.76	14.651	0	0				
16231	1284	2	5	1.813	2.566	15	0				
16237	1285	5	1	5.19	59.651	20	0				
16237	1285	5	2	0.799	0.937	0	0				
16237	1285	5	3	0	0.045	0	0				
16237	1285	5	4	4.054	2.456	20	0				
16237	1285	5	5	0.661	1.25	0	1				
16238	1286	1	1	0.661	1.25	0	1				
16238	1286	1	2	0.799	0.937	0	0				
16238	1286	1	3	0	0.045	0	0				
16238	1286	1	4	4.054	2.456	20	0				
16238	1286	1	5	5.19	59.651	20	0				
16246	1287	4	1	4.054	2.456	20	0				
16246	1287	4	2	0.799	0.937	0	0				
16246	1287	4	3	0	0.045	0	0				
16246	1287	4	4	0.661	1.25	0	1				
16246	1287	4	5	5.19	59.651	20	0				
16249	1288	2	1	0.799	0.937	0	0				
16249	1288	2	2	0.661	1.25	0	1				
16249	1288	2	3	0	0.045	0	0				
16249	1288	2	4	4.054	2.456	6.96	0				
16249	1288	2	5	5.19	59.651	6.96	0				
16250	1289	5	1	0.799	0.937	0	0				
16250	1289	5	2	0.081	0.491	2.95	0				
16250	1289	5	3	1.491	0.69	2.95	0				
16250	1289	5	4	1.548	12.008	4.06	0				
16250	1289	5	5	1.028	4.333	4.06	1				
16258	1290	1	1	1.028	4.333	5	1				
16258	1290	1	2	0.081	0.491	2.83	0				
16258	1290	1	3	1.491	0.69	2.83	0				
16258	1290	1	4	1.548	12.008	5	0				
16258	1290	1	5	1.556	0.434	6.18	0				
16259	1291	4	1	1.548	12.008	13.04	0				
16259	1291	4	2	0.081	0.491	9.44	0				
16259	1291	4	3	1.491	0.69	9.44	0				
16259	1291	4	4	1.028	4.333	13.04	1				
16259	1291	4	5	1.556	0.434	22.4	0				
16262	1292	4	1	1.548	12.008	4.06	0				
16262	1292	4	2	0.081	0.491	2.95	0				
16262	1292	4	3	1.491	0.69	2.95	0				
16262	1292	4	4	1.028	4.333	4.06	1				
16262	1292	4	5	2.932	2.181	5.81	0				
16265	1293	3	1	0.063	1.05	4.88	0				
16265	1293	3	2	0.854	0.263	0	0				
16265	1293	3	3	2.725	3.107	5.49	1				
16265	1293	3	4	0	5.333	4.88	0				
16265	1293	3	5	3.61	5.189	6.31	0				
16267	1294	3	1	0.163	1.31	12.64	0				
16267	1294	3	2	5.19	59.651	0	0				
16267	1294	3	3	4.054	2.456	0	1				
16267	1294	3	4	0.054	1.601	12.64	0				
16267	1294	3	5	1.247	4.727	12.64	0				
16268	1295	3	1	0.163	1.31	12.64	0				
16268	1295	3	2	5.19	59.651	0	0				
16268	1295	3	3	4.054	2.456	0	1				
16268	1295	3	4	0.054	1.601	12.64	0				
16268	1295	3	5	1.247	4.727	12.64	0				
16271	1296	1	1	1.223	42.422	9.19	1				
16271	1296	1	2	0.217	0.216	0	0				
16271	1296	1	3	1.617	1.259	0	0				
16271	1296	1	4	0.233	1.47	0	0				
16271	1296	1	5	4.054	2.456	0	0				
16276	1297	3	1	1.394	1.528	3.55	0				
16276	1297	3	2	0.468	0.728	0	0				
16276	1297	3	3	3.375	17.328	3.16	1				
16276	1297	3	4	0.096	1.841	4.69	0				
16276	1297	3	5	0.233	1.47	0	0				
16276	1298	2	1	3.375	17.328	10.36	0				
16276	1298	2	2	0.468	0.728	0	1				
16276	1298	2	3	1.394	1.528	11.52	0				
16276	1298	2	4	0.096	1.841	15	0				
16276	1298	2	5	0.635	5.147	15	0				
16279	1299	2	1	1.394	1.528	8.36	0				
16279	1299	2	2	3.375	17.328	0	1				
16279	1299	2	3	1.689	6.187	13	0				
16279	1299	2	4	0.096	1.841	21	0				
16279	1299	2	5	0.635	5.147	15	0				
16289	1300	4	1	0.086	0.103	25	0				
16289	1300	4	2	0.527	0.106	0	0				
16289	1300	4	3	2.477	10.492	0	0				
16289	1300	4	4	1.239	12.395	0	1				
16289	1300	4	5	0.671	1.492	30	0				
16296	1301	5	1	2.477	10.492	7.31	0				
16296	1301	5	2	1.504	0.198	0	0				
16296	1301	5	3	0.671	1.492	5.07	0				
16296	1301	5	4	0.527	0.106	7.31	0				
16296	1301	5	5	1.239	12.395	7.31	1				
16301	1302	3	1	0.671	1.492	16	0				
16301	1302	3	2	1.504	0.198	0	0				
16301	1302	3	3	1.239	12.395	18.28	1				
16301	1302	3	4	0.527	0.106	18.28	0				
16301	1302	3	5	2.477	10.492	0	0				
16301	1303	1	1	1.239	12.395	7.31	1				
16301	1303	1	2	1.504	0.198	0	0				
16301	1303	1	3	0.671	1.492	5.07	0				
16301	1303	1	4	0.527	0.106	7.31	0				
16301	1303	1	5	2.477	10.492	7.31	0				
16304	1304	2	1	1.504	0.198	0	0				
16304	1304	2	2	1.239	12.395	18.28	1				
16304	1304	2	3	0.671	1.492	16	0				
16304	1304	2	4	0.527	0.106	18.28	0				
16304	1304	2	5	2.477	10.492	18.28	0				
16305	1305	1	1	0.066	1.777	7.65	1				
16305	1305	1	2	0.086	0.103	5.67	0				
16305	1305	1	3	2.477	10.492	6.83	0				
16305	1305	1	4	0.527	0.106	6.83	0				
16305	1305	1	5	0.671	1.492	5.07	0				
16308	1306	5	1	0.086	0.103	15	0				
16308	1306	5	2	1.504	0.198	0	0				
16308	1306	5	3	0.671	1.492	16	0				
16308	1306	5	4	0.527	0.106	18.28	0				
16308	1306	5	5	1.239	12.395	18.28	1				
16309	1307	4	1	0	5.333	4.88	0				
16309	1307	4	2	0.854	0.263	0	0				
16309	1307	4	3	0.063	1.05	4.88	0				
16309	1307	4	4	2.725	3.107	5.49	1				
16309	1307	4	5	0.671	1.492	5.07	0				
16310	1308	3	1	0.063	1.05	6.51	0				
16310	1308	3	2	0.946	0.236	0	0				
16310	1308	3	3	2.725	3.107	4.25	1				
16310	1308	3	4	0	5.333	6.51	0				
16310	1308	3	5	3.61	5.189	6.31	0				
16311	1309	1	1	1.239	12.395	0	1				
16311	1309	1	2	0.527	0.106	0	0				
16311	1309	1	3	2.477	10.492	0	0				
16311	1309	1	4	0.086	0.103	8.34	0				
16311	1309	1	5	0.671	1.492	11.46	0				
16312	1310	3	1	0.063	1.05	14.04	0				
16312	1310	3	2	0.854	0.263	0	0				
16312	1310	3	3	2.725	3.107	12.04	1				
16312	1310	3	4	0	5.333	14.04	0				
16312	1310	3	5	0.527	0.106	0	0				
16319	1311	3	1	0.063	1.05	4.88	0				
16319	1311	3	2	0.854	0.263	0	0				
16319	1311	3	3	2.725	3.107	5.49	1				
16319	1311	3	4	0	5.333	4.88	0				
16319	1311	3	5	0.946	0.236	4.25	0				
17005	1312	2	1	0.086	0.103	5.67	0				
17005	1312	2	2	1.239	12.395	6.83	1				
17005	1312	2	3	2.477	10.492	6.83	0				
17005	1312	2	4	0.527	0.106	6.83	0				
17005	1312	2	5	0.063	1.05	4.88	0				
17005	1313	1	1	1.239	12.395	6.83	1				
17005	1313	1	2	0.086	0.103	5.67	0				
17005	1313	1	3	2.477	10.492	6.83	0				
17005	1313	1	4	0.527	0.106	6.83	0				
17005	1313	1	5	2.287	1.42	7.55	0				
17014	1314	2	1	1.73	15.564	2.9	0				
17014	1314	2	2	3.153	6.816	2.9	1				
17014	1314	2	3	1.184	0.228	3.99	0				
17014	1314	2	4	0.526	3.918	5.05	0				
17014	1314	2	5	0.086	0.103	5.67	0				
17014	1315	1	1	3.153	6.816	2.9	1				
17014	1315	1	2	1.73	15.564	2.9	0				
17014	1315	1	3	1.184	0.228	3.99	0				
17014	1315	1	4	0.526	3.918	5.05	0				
17014	1315	1	5	1.188	3.2	8.59	0				
17014	1316	2	1	3.153	6.816	9	0				
17014	1316	2	2	1.73	15.564	9	1				
17014	1316	2	3	1.184	0.228	11.88	0				
17014	1316	2	4	0.526	3.918	15.28	0				
17014	1316	2	5	1.188	3.2	24.92	0				
17014	1317	5	1	1.188	3.2	24.92	0				
17014	1317	5	2	3.153	6.816	9	0				
17014	1317	5	3	1.184	0.228	11.88	0				
17014	1317	5	4	0.526	3.918	15.28	0				
17014	1317	5	5	1.73	15.564	9	1				
17019	1318	2	1	1.331	9.861	0	0				
17019	1318	2	2	1.325	30.295	11.2	1				
17019	1318	2	3	0.045	0.111	7.68	0				
17019	1318	2	4	0.384	0.551	7.68	0				
17019	1318	2	5	3.153	6.816	7.24	0				
17038	1319	3	1	0.155	0.529	8.44	0				
17038	1319	3	2	0.467	0	0	0				
17038	1319	3	3	3.61	5.189	6.48	1				
17038	1319	3	4	0.442	0.457	14.64	0				
17038	1319	3	5	0.063	1.05	14.04	0				
17043	1320	5	1	3.61	5.189	6.48	0				
17043	1320	5	2	0.772	1.424	0	0				
17043	1320	5	3	7.024	12.895	6.68	0				
17043	1320	5	4	1.309	2.066	10.08	0				
17043	1320	5	5	20.452	83.361	22.96	1				
17045	1321	5	1	10.325	37.322	3.6	0				
17045	1321	5	2	0.045	0.111	2.9	0				
17045	1321	5	3	1.325	30.295	3.6	0				
17045	1321	5	4	0.384	0.551	2.9	0				
