CASEID	SETID	CHOICE15	Alternative	FSG	FSO	TT	CHOICE01				
3228	353	2	3	0.176	4.754	5.2	0				
3228	353	2	4	2.952	4.534	5.2	0				
3228	353	2	5	0.625	0.577	16.44	0				
3228	354	1	1	0.435	0.1	5.2	1				
3228	354	1	2	0.456	0	5.2	0				
3228	354	1	3	0.176	4.754	5.2	0				
3228	354	1	4	2.952	4.534	5.2	0				
3228	354	1	5	0.625	0.577	16.44	0				
3230	355	1	1	2.952	4.534	0	1				
3230	355	1	2	0.456	0	0	0				
3230	355	1	3	0.176	4.754	0	0				
3230	355	1	4	0.625	0.577	2.56	0				
3230	355	1	5	0.449	0.349	4.9	0				
3230	356	1	1	2.952	4.534	0	1				
3230	356	1	2	0.456	0	0	0				
3230	356	1	3	0.176	4.754	0	0				
3230	356	1	4	0.625	0.577	2.56	0				
3230	356	1	5	1.424	1.132	5.27	0				
3234	357	1	1	0.435	0.1	1.56	1				
3234	357	1	2	0.456	0	1.56	0				
3234	357	1	3	0.176	4.754	1.56	0				
3234	357	1	4	2.952	4.534	1.56	0				
3234	357	1	5	0.625	0.577	2.56	0				
3234	358	2	1	0.456	0	1.56	0				
3234	358	2	2	0.435	0.1	1.56	1				
3234	358	2	3	0.176	4.754	1.56	0				
3234	358	2	4	2.952	4.534	1.56	0				
3234	358	2	5	0.625	0.577	3.67	0				
3234	359	1	1	2.952	4.534	1.56	1				
3234	359	1	2	0.456	0	1.56	0				
3234	359	1	3	0.176	4.754	1.56	0				
3234	359	1	4	0.625	0.577	3.67	0				
3234	359	1	5	0.449	0.349	4.9	0				
3234	360	1	1	2.952	4.534	1.56	1				
3234	360	1	2	0.456	0	1.56	0				
3234	360	1	3	0.176	4.754	1.56	0				
3234	360	1	4	0.625	0.577	3.67	0				
3234	360	1	5	0.449	0.349	4.9	0				
3235	361	1	1	2.952	4.534	5.2	1				
3235	361	1	2	0.456	0	5.2	0				
3235	361	1	3	0.176	4.754	5.2	0				
3235	361	1	4	0.625	0.577	16.44	0				
3235	361	1	5	0.449	0.349	19.08	0				
3235	362	3	1	0.176	4.754	5.2	0				
3235	362	3	2	0.456	0	5.2	0				
3235	362	3	3	2.952	4.534	5.2	1				
3235	362	3	4	0.625	0.577	16.44	0				
3235	362	3	5	0.449	0.349	19.08	0				
3235	363	2	1	0.456	0	5.2	0				
3235	363	2	2	0.435	0.1	5.2	1				
3235	363	2	3	0.176	4.754	5.2	0				
3235	363	2	4	2.952	4.534	5.2	0				
3235	363	2	5	0.625	0.577	16.44	0				
3235	364	1	1	0.435	0.1	5.2	1				
3235	364	1	2	0.456	0	5.2	0				
3235	364	1	3	0.176	4.754	5.2	0				
3235	364	1	4	2.952	4.534	5.2	0				
3235	364	1	5	0.625	0.577	16.44	0				
3236	365	2	1	0.456	0	0	0				
3236	365	2	2	2.952	4.534	0	1				
3236	365	2	3	0.176	4.754	0	0				
3236	365	2	4	0.625	0.577	11.44	0				
3236	365	2	5	0.449	0.349	19.08	0				
3237	366	2	1	0.456	0	5.2	0				
3237	366	2	2	0.435	0.1	5.2	1				
3237	366	2	3	0.176	4.754	5.2	0				
3237	366	2	4	2.952	4.534	5.2	0				
3237	366	2	5	0.625	0.577	11.44	0				
3237	367	2	1	0.456	0	5.2	0				
3237	367	2	2	0.435	0.1	5.2	1				
3237	367	2	3	0.176	4.754	5.2	0				
3237	367	2	4	2.952	4.534	5.2	0				
3237	367	2	5	0.625	0.577	16.44	0				
3237	368	5	1	0.449	0.349	4.9	0				
3237	368	5	2	0.456	0	1.56	0				
3237	368	5	3	0.176	4.754	1.56	0				
3237	368	5	4	0.625	0.577	3.67	0				
3237	368	5	5	2.952	4.534	1.56	1				
3237	369	2	1	0.456	0	1.56	0				
3237	369	2	2	2.952	4.534	1.56	1				
3237	369	2	3	0.176	4.754	1.56	0				
3237	369	2	4	0.625	0.577	3.67	0				
3237	369	2	5	0.449	0.349	4.9	0				
3238	370	4	1	2.952	4.534	1.56	0				
3238	370	4	2	0.435	0.1	1.56	0				
3238	370	4	3	0.176	4.754	1.56	0				
3238	370	4	4	0.456	0	1.56	1				
3238	370	4	5	0.625	0.577	3.67	0				
3238	371	1	1	0.456	0	1.56	1				
3238	371	1	2	0.435	0.1	1.56	0				
3238	371	1	3	0.176	4.754	1.56	0				
3238	371	1	4	2.952	4.534	1.56	0				
3238	371	1	5	0.625	0.577	3.67	0				
3248	372	3	1	1.148	1.063	0	0				
3248	372	3	2	0.143	0.065	0	0				
3248	372	3	3	1.265	0.315	0	1				
3248	372	3	4	0.442	0.457	0	0				
3248	372	3	5	0.176	4.754	1.56	0				
3256	373	5	1	0.267	3.67	27	0				
3256	373	5	2	0.091	0.401	0	0				
3256	373	5	3	0.889	0.48	7.48	0				
3256	373	5	4	1.199	13.735	7.48	0				
3256	373	5	5	4.358	16.2	9.68	1				
3258	374	5	1	0.267	3.67	8.08	0				
3258	374	5	2	0.091	0.401	1.69	0				
3258	374	5	3	0.889	0.48	5.6	0				
3258	374	5	4	1.199	13.735	5.6	0				
3258	374	5	5	4.358	16.2	1.69	1				
3258	375	5	1	1.381	1.629	7.43	0				
3258	375	5	2	0.091	0.401	1.69	0				
3258	375	5	3	0.889	0.48	5.6	0				
3258	375	5	4	1.199	13.735	5.6	0				
3258	375	5	5	4.358	16.2	1.69	1				
3259	376	3	1	1.199	13.735	0	0				
3259	376	3	2	0.889	0.48	0	0				
3259	376	3	3	4.358	16.2	4.76	1				
3259	376	3	4	0.267	3.67	8.29	0				
3259	376	3	5	1.381	1.629	7.43	0				
3259	377	4	1	0.267	3.67	8.29	0				
3259	377	4	2	0.889	0.48	0	0				
3259	377	4	3	1.199	13.735	0	0				
3259	377	4	4	4.358	16.2	4.76	1				
3259	377	4	5	2.939	2.361	8.29	0				
3263	378	4	1	1.199	13.735	5.6	0				
3263	378	4	2	4.358	16.2	1.69	0				
3263	378	4	3	0.889	0.48	5.6	0				
3263	378	4	4	0.091	0.401	1.69	1				
3263	378	4	5	1.381	1.629	7.43	0				
3263	379	2	1	4.358	16.2	1.69	0				
3263	379	2	2	0.091	0.401	1.69	1				
3263	379	2	3	0.889	0.48	5.6	0				
3263	379	2	4	1.199	13.735	5.6	0				
3263	379	2	5	1.381	1.629	7.43	0				
3264	380	5	1	2.014	2.229	34.8	0				
3264	380	5	2	0.091	0.401	10.56	0				
3264	380	5	3	0.889	0.48	11.76	0				
3264	380	5	4	1.199	13.735	11.76	0				
3264	380	5	5	4.358	16.2	11.8	1				
3266	381	5	1	2.014	2.229	9.58	0				
3266	381	5	2	0.091	0.401	3.14	0				
3266	381	5	3	0.889	0.48	3.92	0				
3266	381	5	4	1.199	13.735	3.92	0				
3266	381	5	5	4.358	16.2	3.54	1				
3266	382	2	1	0.091	0.401	3.14	0				
3266	382	2	2	4.358	16.2	3.54	1				
3266	382	2	3	0.889	0.48	3.92	0				
3266	382	2	4	1.199	13.735	3.92	0				
3266	382	2	5	2.014	2.229	9.58	0				
3273	383	4	1	1.622	7.598	7.08	0				
3273	383	4	2	0.629	0.779	0	0				
3273	383	4	3	1.044	4.743	0	0				
3273	383	4	4	0.834	1.25	0	1				
3273	383	4	5	1.817	1.498	8.82	0				
3273	384	1	1	0.834	1.25	0	1				
3273	384	1	2	0.629	0.779	0	0				
3273	384	1	3	1.044	4.743	0	0				
3273	384	1	4	1.622	7.598	7.08	0				
3273	384	1	5	1.817	1.498	8.82	0				
3276	385	5	1	1.622	7.598	23.92	0				
3276	385	5	2	0.629	0.779	11.2	0				
3276	385	5	3	1.044	4.743	11.2	0				
3276	385	5	4	0.575	0.104	20	0				
3276	385	5	5	0.834	1.25	11.2	1				
3276	386	3	1	0.834	1.25	3.93	0				
3276	386	3	2	0.629	0.779	3.93	0				
3276	386	3	3	0.898	56.296	13.66	1				
3276	386	3	4	1.044	4.743	3.93	0				
3276	386	3	5	0.575	0.104	7.62	0				
3279	387	3	1	1.044	4.743	0	0				
3279	387	3	2	0.629	0.779	0	0				
3279	387	3	3	0.834	1.25	0	1				
3279	387	3	4	1.622	7.598	23.92	0				
3279	387	3	5	0.575	0.104	20	0				
3279	388	3	1	1.044	4.743	0	0				
3279	388	3	2	0.629	0.779	0	0				
3279	388	3	3	0.834	1.25	0	1				
3279	388	3	4	1.622	7.598	23.92	0				
3279	388	3	5	1.817	1.498	29.96	0				
3287	389	5	1	1.816	3.919	19.44	0				
3287	389	5	2	0.646	0.194	9	0				
3287	389	5	3	2.274	8.347	9	0				
3287	389	5	4	1.76	14.651	9	0				
3287	389	5	5	1.025	0.104	9	1				
3289	390	1	1	2.274	8.347	0	1				
3289	390	1	2	0.646	0.194	0	0				
3289	390	1	3	1.76	14.651	0	0				
3289	390	1	4	1.813	2.566	6	0				
3289	390	1	5	1.816	3.919	5.04	0				
3289	391	2	1	0.646	0.194	0	0				
3289	391	2	2	2.274	8.347	0	1				
3289	391	2	3	1.76	14.651	0	0				
3289	391	2	4	1.813	2.566	6	0				
3289	391	2	5	0.927	2.632	7.36	0				
3290	392	2	1	0.646	0.194	0	0				
3290	392	2	2	1.025	0.104	0	1				
3290	392	2	3	2.274	8.347	0	0				
3290	392	2	4	1.76	14.651	0	0				
3290	392	2	5	1.813	2.566	15	0				
3290	393	5	1	1.813	2.566	15	0				
3290	393	5	2	0.646	0.194	0	0				
3290	393	5	3	2.274	8.347	0	0				
3290	393	5	4	1.76	14.651	0	0				
3290	393	5	5	1.025	0.104	0	1				
3290	394	5	1	0.927	2.632	7.36	0				
3290	394	5	2	0.646	0.194	0	0				
3290	394	5	3	1.76	14.651	0	0				
3290	394	5	4	1.813	2.566	6	0				
3290	394	5	5	2.274	8.347	0	1				
3290	395	5	1	0.927	2.632	7.36	0				
3290	395	5	2	0.646	0.194	0	0				
3290	395	5	3	1.76	14.651	0	0				
3290	395	5	4	1.813	2.566	6	0				
3290	395	5	5	2.274	8.347	0	1				
3291	396	2	1	0.646	0.194	0	0				
3291	396	2	2	2.274	8.347	0	1				
3291	396	2	3	1.76	14.651	0	0				
3291	396	2	4	1.813	2.566	15	0				
3291	396	2	5	0.927	2.632	23.8	0				
3291	397	3	1	1.76	14.651	0	0				
3291	397	3	2	0.646	0.194	0	0				
3291	397	3	3	2.274	8.347	0	1				
3291	397	3	4	1.813	2.566	15	0				
3291	397	3	5	0.927	2.632	23.8	0				
3291	398	3	1	2.274	8.347	0	0				
3291	398	3	2	0.646	0.194	0	0				
3291	398	3	3	1.025	0.104	0	1				
3291	398	3	4	1.76	14.651	0	0				
3291	398	3	5	1.813	2.566	15	0				
3291	399	5	1	1.813	2.566	15	0				
3291	399	5	2	0.646	0.194	0	0				
3291	399	5	3	2.274	8.347	0	0				
3291	399	5	4	1.76	14.651	0	0				
3291	399	5	5	1.025	0.104	0	1				
3292	400	5	1	1.813	2.566	6	0				
3292	400	5	2	0.646	0.194	0	0				
3292	400	5	3	2.274	8.347	0	0				
3292	400	5	4	1.76	14.651	0	0				
3292	400	5	5	2.121	41.669	14.38	1				
3292	401	3	1	2.274	8.347	0	0				
3292	401	3	2	0.646	0.194	0	0				
3292	401	3	3	2.121	41.669	14.38	1				
3292	401	3	4	1.76	14.651	0	0				
3292	401	3	5	1.813	2.566	6	0				
3292	402	1	1	2.274	8.347	0	1				
3292	402	1	2	0.646	0.194	0	0				
3292	402	1	3	1.76	14.651	0	0				
3292	402	1	4	1.813	2.566	15	0				
3292	402	1	5	0.927	2.632	23.8	0				
3292	403	2	1	0.646	0.194	0	0				
3292	403	2	2	2.274	8.347	0	1				
3292	403	2	3	1.76	14.651	0	0				
3292	403	2	4	1.813	2.566	15	0				
3292	403	2	5	0.927	2.632	23.8	0				
3294	404	4	1	0.084	0.809	0	0				
3294	404	4	2	0.09	0.022	0	0				
3294	404	4	3	0.709	0.269	0	0				
3294	404	4	4	0.148	2.754	0	1				
3294	404	4	5	3.961	6.34	0	0				
3307	405	3	1	2.705	89.841	5.56	0				
3307	405	3	2	0.401	4.547	5.56	0				
3307	405	3	3	2.469	17.977	0	1				
3307	405	3	4	20.452	83.361	5.56	0				
3307	405	3	5	0.842	0.956	8.2	0				
3307	406	4	1	20.452	83.361	5.56	0				
3307	406	4	2	0.401	4.547	5.56	0				
3307	406	4	3	2.705	89.841	5.56	0				
3307	406	4	4	2.469	17.977	0	1				
3307	406	4	5	0.842	0.956	8.2	0				
3310	407	3	1	1.76	14.651	0	0				
3310	407	3	2	0.646	0.194	0	0				
3310	407	3	3	2.274	8.347	0	1				
3310	407	3	4	1.813	2.566	6	0				
3310	407	3	5	2.705	89.841	1.67	0				
3310	408	5	1	0.927	2.632	7.36	0				
3310	408	5	2	0.646	0.194	0	0				
3310	408	5	3	1.76	14.651	0	0				
3310	408	5	4	1.813	2.566	6	0				
3310	408	5	5	2.274	8.347	0	1				
3310	409	2	1	0.646	0.194	0	0				
3310	409	2	2	1.223	42.422	10.38	1				
3310	409	2	3	2.274	8.347	0	0				
3310	409	2	4	1.76	14.651	0	0				
3310	409	2	5	1.813	2.566	6	0				
3310	410	5	1	1.813	2.566	6	0				
3310	410	5	2	0.646	0.194	0	0				
3310	410	5	3	2.274	8.347	0	0				
3310	410	5	4	1.76	14.651	0	0				
3310	410	5	5	1.223	42.422	10.38	1				
3312	411	1	1	0.435	0.1	5.2	1				
3312	411	1	2	0.456	0	5.2	0				
3312	411	1	3	0.176	4.754	5.2	0				
3312	411	1	4	2.952	4.534	5.2	0				
3312	411	1	5	0.646	0.194	0	0				
3312	412	3	1	0.176	4.754	5.2	0				
3312	412	3	2	0.456	0	5.2	0				
3312	412	3	3	0.435	0.1	5.2	1				
3312	412	3	4	2.952	4.534	5.2	0				
3312	412	3	5	0.625	0.577	16.44	0				
3312	413	4	1	0.625	0.577	16.44	0				
3312	413	4	2	0.456	0	5.2	0				
3312	413	4	3	0.176	4.754	5.2	0				
3312	413	4	4	2.952	4.534	5.2	1				
3312	413	4	5	0.449	0.349	19.08	0				
3312	414	4	1	0.625	0.577	16.44	0				
3312	414	4	2	0.456	0	5.2	0				
3312	414	4	3	0.176	4.754	5.2	0				
3312	414	4	4	2.952	4.534	5.2	1				
3312	414	4	5	0.449	0.349	19.08	0				
3315	415	4	1	0.625	0.577	2.56	0				
3315	415	4	2	0.456	0	0	0				
3315	415	4	3	0.176	4.754	0	0				
3315	415	4	4	2.952	4.534	0	1				
3315	415	4	5	0.449	0.349	4.9	0				
3315	416	4	1	2.952	4.534	0	0				
3315	416	4	2	0.456	0	0	0				
3315	416	4	3	0.176	4.754	0	0				
3315	416	4	4	1.905	0.641	5.72	1				
3315	416	4	5	0.625	0.577	2.56	0				
3320	417	4	1	1.813	2.566	6.89	0				
3320	417	4	2	0.646	0.194	3.97	0				
3320	417	4	3	1.76	14.651	3.97	0				
3320	417	4	4	2.274	8.347	3.97	1				
3320	417	4	5	0.176	4.754	0	0				
3320	418	2	1	0.646	0.194	3.97	0				
3320	418	2	2	2.274	8.347	3.97	1				
3320	418	2	3	1.76	14.651	3.97	0				
3320	418	2	4	1.813	2.566	6.89	0				
3320	418	2	5	0.927	2.632	8.22	0				
3332	419	3	1	1.792	2.677	6.95	0				
3332	419	3	2	0.578	0.105	5.91	0				
3332	419	3	3	2.109	1.759	5.47	1				
3332	419	3	4	0.36	0.1	6.95	0				
3332	419	3	5	1.556	0.434	5.57	0				
3332	420	3	1	1.792	2.677	6.95	0				
3332	420	3	2	2.109	1.759	5.47	0				
3332	420	3	3	2.932	2.181	7.02	1				
3332	420	3	4	0.36	0.1	6.95	0				
3332	420	3	5	1.028	4.333	7.25	0				
3338	421	5	1	0.635	5.147	21	0				
3338	421	5	2	1.394	1.528	8.36	0				
3338	421	5	3	1.689	6.187	13	0				
3338	421	5	4	0.096	1.841	21	0				
3338	421	5	5	3.375	17.328	0	1				
3347	422	5	1	0.063	1.05	19.56	0				
3347	422	5	2	0.946	0.236	9.6	0				
3347	422	5	3	0.854	0.263	12.04	0				
3347	422	5	4	3.61	5.189	16.76	0				
3347	422	5	5	2.725	3.107	0	1				
3348	423	5	1	3.61	5.189	16	0				
3348	423	5	2	0.854	0.263	0	0				
3348	423	5	3	0.063	1.05	14.04	0				
3348	423	5	4	0	5.333	14.04	0				
3348	423	5	5	2.725	3.107	12.04	1				
3349	424	3	1	1.028	4.333	19.76	0				
3349	424	3	2	2.109	1.759	0	0				
3349	424	3	3	2.932	2.181	8.76	1				
3349	424	3	4	1.556	0.434	18.96	0				
3349	424	3	5	0.063	1.05	14.04	0				
3349	425	1	1	2.109	1.759	0	1				
3349	425	1	2	2.932	2.181	8.76	0				
3349	425	1	3	1.028	4.333	19.76	0				
3349	425	1	4	1.556	0.434	18.96	0				
3349	425	1	5	1.548	12.008	19.76	0				
3350	426	4	1	1.556	0.434	5.57	0				
3350	426	4	2	2.109	1.759	0	0				
3350	426	4	3	1.028	4.333	5.78	0				
3350	426	4	4	2.932	2.181	2.89	1				
3350	426	4	5	1.548	12.008	5.78	0				
3353	427	5	1	1.556	0.434	5.57	0				
3353	427	5	2	2.109	1.759	5.47	0				
3353	427	5	3	1.792	2.677	6.95	0				
3353	427	5	4	0.36	0.1	6.95	0				
3353	427	5	5	2.932	2.181	7.02	1				
3353	428	3	1	1.792	2.677	6.95	0				
3353	428	3	2	0.578	0.105	5.91	0				
3353	428	3	3	2.109	1.759	5.47	1				
3353	428	3	4	0.36	0.1	6.95	0				
3353	428	3	5	1.028	4.333	7.25	0				
3360	429	4	1	0.36	0.1	27.84	0				
3360	429	4	2	0.578	0.105	16.8	0				
3360	429	4	3	1.792	2.677	27.84	0				
3360	429	4	4	2.109	1.759	11.92	1				
3360	429	4	5	2.932	2.181	18.52	0				
3360	430	3	1	1.792	2.677	6.95	0				
3360	430	3	2	2.109	1.759	5.47	0				
3360	430	3	3	2.932	2.181	7.02	1				
3360	430	3	4	0.36	0.1	6.95	0				
3360	430	3	5	1.028	4.333	7.25	0				
3367	431	5	1	2.109	1.759	5.47	0				
3367	431	5	2	0.854	0.263	0	0				
3367	431	5	3	0.063	1.05	4.88	0				
3367	431	5	4	0	5.333	4.88	0				
3367	431	5	5	2.725	3.107	5.49	1				
3367	432	3	1	0.063	1.05	4.88	0				
3367	432	3	2	0.854	0.263	0	0				
3367	432	3	3	0.898	56.296	7.17	1				
3367	432	3	4	0	5.333	4.88	0				
3367	432	3	5	3.61	5.189	6.31	0				
4011	433	5	1	0.063	1.05	4.88	0				
4011	433	5	2	1.504	0.198	0	0				
4011	433	5	3	0.671	1.492	5.07	0				
4011	433	5	4	0.527	0.106	7.31	0				
4011	433	5	5	1.617	1.259	20.21	1				
4011	434	4	1	0.527	0.106	7.31	0				
4011	434	4	2	1.504	0.198	0	0				
4011	434	4	3	0.671	1.492	5.07	0				
4011	434	4	4	1.239	12.395	7.31	1				
4011	434	4	5	2.477	10.492	7.31	0				
4019	435	5	1	0.671	1.492	5.07	0				
4019	435	5	2	0.61	0.047	4.21	0				
4019	435	5	3	0.262	0.93	4.21	0				
4019	435	5	4	0.436	0.885	4.21	0				
4019	435	5	5	4.358	16.2	21.83	1				
4020	436	3	1	0.368	3.797	0	0				
4020	436	3	2	0.434	0.087	0	0				
4020	436	3	3	1.256	3.675	0	1				
4020	436	3	4	1.6	3.585	0	0				
4020	436	3	5	0.262	0.93	7	0				
4022	437	4	1	1.6	3.585	0	0				
4022	437	4	2	0.434	0.087	0	0				
4022	437	4	3	0.368	3.797	0	0				
4022	437	4	4	1.256	3.675	0	1				
4022	437	4	5	0.262	0.93	5.88	0				
4025	438	2	1	0.585	0.781	0	0				
4025	438	2	2	0.35	1.083	0	1				
4025	438	2	3	0.258	0.813	17.8	0				
4025	438	2	4	3.61	5.189	23.36	0				
4025	438	2	5	0.368	3.797	0	0				
4037	439	3	1	1.85	1.213	5.04	0				
4037	439	3	2	0.799	0.148	4.89	0				
4037	439	3	3	0.066	1.777	6.38	1				
4037	439	3	4	0.295	0.197	5.04	0				
4037	439	3	5	0.148	3.677	5.47	0				
4038	440	4	1	0.295	0.197	5.04	0				
4038	440	4	2	0.799	0.148	4.89	0				
4038	440	4	3	1.85	1.213	5.04	0				
4038	440	4	4	0.066	1.777	6.38	1				
4038	440	4	5	0.148	3.677	5.47	0				
4040	441	5	1	1.85	1.213	5.04	0				
4040	441	5	2	1.911	0.686	0	0				
4040	441	5	3	1.65	9.1	0	0				
4040	441	5	4	0.295	0.197	4.34	0				
4040	441	5	5	0.066	1.777	0	1				
4040	442	2	1	0.066	1.777	0	0				
4040	442	2	2	2.121	41.669	5.52	1				
4040	442	2	3	1.65	9.1	0	0				
4040	442	2	4	1.911	0.686	0	0				
4040	442	2	5	0.295	0.197	4.34	0				
4054	443	1	1	4.406	10.446	0	1				
4054	443	1	2	1.192	2.578	14	0				
4054	443	1	3	2.201	30.672	14	0				
4054	443	1	4	3.289	9.748	25	0				
4054	443	1	5	3.401	21.946	25	0				
4062	444	2	1	2.199	9.42	7.24	0				
4062	444	2	2	2.677	9.375	7.24	1				
4062	444	2	3	2.449	6.044	20.76	0				
4062	444	2	4	1.506	0.632	13.12	0				
4062	444	2	5	0.036	0.276	17.36	0				
4066	445	2	1	1.023	0.194	4.64	0				
4066	445	2	2	1.556	0.434	0	1				
4066	445	2	3	1.101	0.46	6.08	0				
4066	445	2	4	0.148	3.677	10.64	0				
4066	445	2	5	2.199	9.42	7.24	0				
4069	446	2	1	1.556	0.434	0	0				
4069	446	2	2	2.121	41.669	10.64	1				
4069	446	2	3	1.101	0.46	6.08	0				
4069	446	2	4	0.148	3.677	10.64	0				
4069	446	2	5	6.438	77.335	10.64	0				
4070	447	2	1	0.148	3.677	0	0				
4070	447	2	2	2.121	41.669	0	1				
4070	447	2	3	6.438	77.335	0	0				
4070	447	2	4	0.388	0.252	8.36	0				
4070	447	2	5	1.556	0.434	0	0				
4070	448	3	1	6.438	77.335	0	0				
4070	448	3	2	0.148	3.677	0	0				
4070	448	3	3	2.121	41.669	0	1				
4070	448	3	4	0.388	0.252	8.36	0				
4070	448	3	5	1.556	0.434	10.64	0				
4082	449	2	1	2.209	2.41	0	0				
4082	449	2	2	1.325	30.295	3.88	1				
4082	449	2	3	0.045	0.111	3.18	0				
4082	449	2	4	0.384	0.551	3.18	0				
4082	449	2	5	10.325	37.322	0	0				
4085	450	4	1	1.84	2.872	0	0				
4085	450	4	2	0.975	1.058	0	0				
4085	450	4	3	0.1	2.641	0	0				
4085	450	4	4	4.409	19.541	16.3	1				
4085	450	4	5	2.209	2.41	0	0				
4086	451	4	1	0.384	0.551	7.68	0				
4086	451	4	2	1.331	9.861	0	0				
4086	451	4	3	0.045	0.111	7.68	0				
4086	451	4	4	1.325	30.295	11.2	1				
4086	451	4	5	10.325	37.322	11.2	0				
4095	452	2	1	1.023	0.194	4.64	0				
4095	452	2	2	1.556	0.434	0	1				
4095	452	2	3	1.101	0.46	6.08	0				
4095	452	2	4	0.148	3.677	10.64	0				
4095	452	2	5	1.331	9.861	0	0				
4098	453	4	1	2.792	1.896	0	0				
4098	453	4	2	0.806	0.112	0	0				
4098	453	4	3	1.153	1.903	0	0				
4098	453	4	4	1.247	4.727	6	1				
4098	453	4	5	0.163	1.31	6	0				
4112	454	2	1	0.895	0	0	0				
4112	454	2	2	3.83	7.566	0	1				
4112	454	2	3	0.619	1.542	4.8	0				
4112	454	2	4	0.62	1.827	4.8	0				
4112	454	2	5	0	4.573	4.8	0				
4112	455	1	1	3.83	7.566	0	1				
4112	455	1	2	0.895	0	0	0				
4112	455	1	3	0.619	1.542	4.8	0				
4112	455	1	4	0.62	1.827	4.8	0				
4112	455	1	5	0	4.573	4.8	0				
4114	456	2	1	0.619	1.542	0	0				
4114	456	2	2	1.223	42.422	0	1				
4114	456	2	3	0.62	1.827	0	0				
4114	456	2	4	0	4.573	0	0				
4114	456	2	5	1.424	1.132	10.48	0				
4116	457	3	1	1.028	4.333	19.76	0				
4116	457	3	2	2.932	2.181	8.76	0				
4116	457	3	3	2.109	1.759	0	1				
4116	457	3	4	1.556	0.434	18.96	0				
4116	457	3	5	1	0.665	0	0				
4120	458	2	1	3.21	3.884	7.68	0				
4120	458	2	2	1.491	8.362	7.68	1				
4120	458	2	3	2.04	2.124	16	0				
4120	458	2	4	0.234	0.261	42.6	0				
4120	458	2	5	0.995	1.513	19	0				
4121	459	2	1	0.108	0.59	6.12	0				
4121	459	2	2	0.801	2.775	0	1				
4121	459	2	3	1.813	2.566	6.12	0				
4121	459	2	4	1.816	3.919	8.75	0				
4121	459	2	5	3.21	3.884	2.4	0				
4121	460	5	1	0.646	0.194	9.34	0				
4121	460	5	2	0.801	2.775	0	0				
4121	460	5	3	1.813	2.566	6.12	0				
4121	460	5	4	1.816	3.919	8.75	0				
4121	460	5	5	2.274	8.347	9.34	1				
4122	461	4	1	2.473	1.131	7.12	0				
4122	461	4	2	3.479	27.106	0	0				
4122	461	4	3	0	0.697	7	0				
4122	461	4	4	4.16	19.515	0	1				
4122	461	4	5	0.801	2.775	0	0				
4132	462	3	1	2.274	8.347	6	0				
4132	462	3	2	0.108	0.59	0	0				
4132	462	3	3	1.813	2.566	0	1				
4132	462	3	4	0.646	0.194	6	0				
4132	462	3	5	3.479	27.106	0	0				
4132	463	3	1	1.813	2.566	0	0				
4132	463	3	2	0.108	0.59	0	0				
4132	463	3	3	2.274	8.347	6	1				
4132	463	3	4	0.646	0.194	6	0				
4132	463	3	5	1.76	14.651	6	0				
4133	464	1	1	1.813	2.566	0	1				
4133	464	1	2	0.108	0.59	0	0				
4133	464	1	3	2.274	8.347	14	0				
4133	464	1	4	0.646	0.194	14	0				
4133	464	1	5	1.76	14.651	14	0				
4134	465	3	1	1.325	30.295	12	0				
4134	465	3	2	0.045	0.111	11.6	0				
4134	465	3	3	2.209	2.41	8	1				
4134	465	3	4	0.384	0.551	10	0				
4134	465	3	5	1.813	2.566	0	0				
4136	466	2	1	0.082	0	7.44	0				
4136	466	2	2	0.625	0.577	0	1				
4136	466	2	3	1.424	1.132	7	0				
4136	466	2	4	0.176	4.754	11.44	0				
4136	466	2	5	2.952	4.534	11.44	0				
4137	467	3	1	2.925	4.548	5.94	0				
4137	467	3	2	1.645	7.01	0	0				
4137	467	3	3	1	0.665	0	1				
4137	467	3	4	6.33	11.383	5.94	0				
4137	467	3	5	1.424	1.132	2.19	0				
4147	468	5	1	3.21	3.884	0	0				
4147	468	5	2	1.73	15.564	4.2	0				
4147	468	5	3	1.188	3.2	5.89	0				
4147	468	5	4	0.842	0.956	6	0				
4147	468	5	5	3.153	6.816	4.2	1				
4149	469	5	1	1.325	30.295	0	0				
4149	469	5	2	0.106	0.327	6.72	0				
4149	469	5	3	7.024	12.895	6.72	0				
4149	469	5	4	2.469	17.977	10.04	0				
4149	469	5	5	20.452	83.361	12.08	1				
4150	470	2	1	0.456	0	0	0				
4150	470	2	2	2.952	4.534	0	1				
4150	470	2	3	0.176	4.754	0	0				
4150	470	2	4	0.625	0.577	11.44	0				
4150	470	2	5	7.024	12.895	6.72	0				
4150	471	4	1	0.625	0.577	11.44	0				
4150	471	4	2	0.456	0	0	0				
4150	471	4	3	0.176	4.754	0	0				
4150	471	4	4	2.952	4.534	0	1				
4150	471	4	5	1.424	1.132	20.68	0				
4152	472	3	1	0.702	0.792	3.62	0				
4152	472	3	2	0.456	0	0	0				
4152	472	3	3	1.792	2.677	0	1				
4152	472	3	4	0.36	0.1	0	0				
4152	472	3	5	0.176	4.754	0	0				
4156	473	2	1	1.22	18.568	0	0				
4156	473	2	2	2.322	0.867	2.61	1				
4156	473	2	3	1.309	2.066	5.07	0				
4156	473	2	4	7.024	12.895	5.51	0				
4156	473	2	5	1.447	2	6.5	0				
4168	474	4	1	0.148	3.677	8.36	0				
4168	474	4	2	0.388	0.252	0	0				
