ID	FSG1	FSO1	TT1	FSG2	FSO2	TT2	FSG3	FSO3	TT3	FSG4	FSO4	TT4	FSG5	FSO5	TT5	CHOICE	
6080	900	5818	874	1031	7272	345	135	409	594	3403	12516	345	6330	11383	280	4
6090	2922	8606	0	1828	8660	0	601	1054	757	1324	2309	883	382	1172	0	1
6090	1335	5049	883	1828	8660	0	2922	8606	0	1324	2309	883	2705	89841	1213	5
6096	1828	8660	0	434	87	0	368	3797	0	1600	3585	0	1256	3675	0	5
6097	368	3797	0	267	3670	0	63	1050	2076	0	5333	2076	2939	2361	0	5
6098	1760	14651	0	646	194	0	2274	8347	0	1025	104	0	267	3670	0	4
6098	1760	14651	0	646	194	0	2274	8347	0	1025	104	0	1813	2566	1500	4
6099	1399	1189	428	909	916	0	0	3434	0	1645	590	765	1314	6220	528	4
6100	3289	9748	347	3401	21946	347	4406	10446	753	2287	1420	883	909	916	0	1
6102	4406	10446	1900	3401	21946	0	136	249	2460	2287	1420	2952	3289	9748	0	5
6103	2287	1420	0	570	3478	0	294	1043	1764	66	1777	2100	1911	686	2100	1
6110	1220	18568	2400	903	735	0	2201	30672	1000	413	4402	2880	1192	2578	1000	5
6114	2932	2181	1412	1548	12008	0	1491	690	888	1028	4333	0	2201	30672	1000	4
6114	2932	2181	1412	1548	12008	0	1491	690	888	1028	4333	0	1556	434	1816	4
6117	66	1777	584	570	3478	0	294	1043	414	2287	1420	0	1911	686	584	4
6123	1309	2066	0	7024	12895	836	2469	17977	1880	772	1424	1008	570	3478	0	2
6152	842	956	0	570	3478	0	294	1043	414	66	1777	584	2287	1420	0	5
6153	106	327	788	20452	83361	1756	7024	12895	788	772	1424	892	2287	1420	0	2
6156	7024	12895	788	1504	198	0	671	1492	1600	527	106	1828	1239	12395	1828	5
6156	671	1492	1600	1504	198	0	1239	12395	1828	527	106	1828	2477	10492	1828	3
6179	666	1355	0	148	3677	0	6438	77335	0	388	252	836	2121	41669	0	5
6179	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	1556	434	1064	2
6179	2121	41669	0	148	3677	0	66	1777	552	6438	77335	0	388	252	289	3
6179	66	1777	552	148	3677	0	2121	41669	0	6438	77335	0	388	252	289	1
6180	361	217	405	44	2242	0	1645	590	0	1399	1189	441	148	3677	0	3
6182	1765	655	1296	66	0	0	3610	5189	0	898	56296	1612	1645	590	0	3
6185	4054	2456	0	5190	59651	0	163	1310	1264	54	1601	1264	3610	5189	0	1
6190	867	197	334	1774	1950	0	77	195	394	3418	6650	394	379	225	394	4
6191	6438	77335	0	148	3677	0	2121	41669	0	388	252	836	1774	1950	0	3
6191	388	252	836	148	3677	0	6438	77335	0	2121	41669	0	1556	434	1064	4
6198	4054	2456	588	309	33	0	5190	59651	588	379	225	1176	148	3677	0	1
6200	867	197	247	574	593	0	449	349	703	1774	1950	449	4054	2456	170	4
6201	5190	59651	2664	867	197	0	574	593	824	1774	1950	1216	379	225	2020	1
6209	4406	10446	0	1192	2578	741	2201	30672	741	3289	9748	880	619	1542	0	1
6212	449	349	336	105	70	0	77	195	0	379	225	0	3418	6650	0	5
6221	1491	690	944	81	491	944	1028	4333	1304	1548	12008	1304	2932	2181	1900	3
6221	1028	4333	1304	81	491	944	1491	690	944	1548	12008	1304	2932	2181	1900	1
6222	1556	434	362	578	105	191	2109	1759	289	2932	2181	0	1491	690	295	4
6222	1028	4333	407	2932	2181	0	2109	1759	289	1556	434	362	2121	41669	492	5
6224	6617	95932	249	1314	6220	0	898	56296	249	1399	1189	555	1614	1645	403	4
6228	898	56296	892	63	1050	0	0	5333	0	6617	95932	892	1314	6220	0	1
6245	898	56296	892	1765	655	844	0	5333	0	63	1050	0	6617	95932	892	4
6253	7024	12895	1388	772	1424	876	1031	402	0	1309	2066	1728	552	3932	0	3
6258	772	1424	876	1031	402	0	7024	12895	1388	1309	2066	1728	2469	17977	2212	2
6262	1031	402	0	7024	12895	424	1309	2066	560	772	1424	252	2469	17977	701	2
6262	1031	402	0	772	1424	252	7024	12895	424	1309	2066	560	2469	17977	701	1
6263	7024	12895	424	1031	402	0	2705	89841	727	772	1424	252	1309	2066	560	3
6263	7024	12895	1388	772	1424	876	1031	402	0	1309	2066	1728	2469	17977	2212	3
6268	1463	2508	0	560	2100	0	1689	6187	0	3375	17328	1300	869	214	0	5
6274	1220	18568	507	1309	2066	0	7024	12895	285	772	1424	356	1689	6187	0	1
6281	0	1024	0	785	0	0	1223	42422	700	1424	1132	700	1309	2066	0	3
6282	842	956	1044	1463	2508	408	1188	3200	1008	1190	1597	0	67	2329	1044	4
6285	20452	83361	536	552	3932	356	2469	17977	431	2705	89841	536	1447	2000	225	5
6292	1506	632	2000	2677	9375	1700	2199	9420	1700	681	6536	2452	2449	6044	0	5
6293	1850	1213	0	303	180	0	1911	686	434	295	197	0	2677	9375	559	3
6297	842	956	0	909	916	0	0	3434	0	1399	1189	428	1614	1645	532	5
6302	456	0	0	2952	4534	0	176	4754	0	625	577	1144	575	104	0	2
6305	176	4754	0	456	0	0	2952	4534	0	625	577	256	1424	1132	527	3
6309	176	4754	156	456	0	156	2952	4534	156	625	577	367	1424	1132	527	3
6309	449	349	490	456	0	156	176	4754	156	625	577	367	2952	4534	156	5
6309	2952	4534	520	456	0	520	176	4754	520	435	100	520	625	577	1644	4
6309	625	577	1644	456	0	520	176	4754	520	2952	4534	520	435	100	520	5
6314	456	0	0	2952	4534	0	176	4754	0	625	577	256	449	349	490	2
6332	4409	19541	400	417	0	632	3400	17619	400	991	220	0	176	4754	0	4
6334	2701	4208	748	417	0	0	3400	17619	0	4409	19541	0	1668	10866	572	4
6335	991	220	0	417	0	632	3400	17619	400	4409	19541	400	2701	4208	1400	1
6336	417	0	0	4409	19541	0	3400	17619	0	2701	4208	1400	1668	10866	1400	2
6337	3400	17619	0	1622	7598	0	3708	6001	1012	2473	1131	2496	403	40	0	5
6340	2473	1131	646	403	40	0	1622	7598	0	3708	6001	350	4160	19515	687	4
6342	1395	527	0	672	359	776	0	34996	0	3400	17619	600	1622	7598	0	2
6342	0	34996	0	1395	527	0	4409	19541	600	3400	17619	600	2925	4548	1752	3
6343	3400	17619	224	991	220	0	4409	19541	224	2701	4208	572	1668	10866	572	3
6352	347	431	2300	403	40	1012	1622	7598	1012	3708	6001	0	3400	17619	400	4
6353	1395	527	251	672	359	0	4409	19541	366	3400	17619	366	1622	7598	350	3
6353	2701	4208	604	672	359	0	1395	527	251	3400	17619	366	991	220	412	5
6354	1622	7598	350	403	40	350	3708	6001	0	347	431	813	3400	17619	366	3
6355	1622	7598	740	403	40	740	3708	6001	552	347	431	2100	629	779	2996	3
6362	1395	527	0	4409	19541	600	0	34996	0	3400	17619	600	2925	4548	1752	2
6364	86	103	1500	527	106	1756	2477	10492	1756	1239	12395	1756	2287	1420	2556	2
6377	3830	7566	0	895	0	0	1617	1259	3092	619	1542	480	233	1470	0	3
6377	620	1827	480	895	0	0	3830	7566	0	619	1542	480	1617	1259	3092	5
6390	527	106	731	1504	198	0	671	1492	507	1239	12395	731	1730	15564	246	4
6390	1239	12395	731	1504	198	0	671	1492	507	527	106	731	2477	10492	731	1
6391	527	106	1756	86	103	1500	2477	10492	1756	1239	12395	1756	671	1492	1600	4
6392	527	106	0	1239	12395	0	2477	10492	0	86	103	2500	2287	1420	2556	2
6394	1239	12395	0	527	106	0	2477	10492	0	86	103	2500	671	1492	3000	1
6402	6330	11383	0	2925	4548	0	1645	7010	1200	1000	665	1200	527	106	0	2
6402	6330	11383	0	2925	4548	0	1645	7010	1200	1000	665	1200	3400	17619	1900	2
6403	1239	12395	1756	86	103	1500	2477	10492	1756	527	106	1756	2925	4548	0	4
6403	527	106	1756	86	103	1500	2477	10492	1756	1239	12395	1756	2287	1420	2556	4
6407	1239	12395	731	1504	198	0	671	1492	507	527	106	731	2477	10492	731	1
6408	1239	12395	1828	1504	198	0	671	1492	1600	527	106	1828	2477	10492	1828	1
6413	6330	11383	0	2925	4548	0	1645	7010	1200	1000	665	1200	3400	17619	1900	2
6413	3400	17619	1900	6330	11383	0	1645	7010	1200	1000	665	1200	2925	4548	0	5
6418	1645	7010	1200	6330	11383	0	2925	4548	0	1000	665	1200	3400	17619	1900	3
6418	1000	665	1200	6330	11383	0	1645	7010	1200	2925	4548	0	3400	17619	1900	4
6426	1617	1259	0	217	216	0	1816	3919	609	233	1470	0	2925	4548	0	1
6429	1506	632	488	36	276	0	2677	9375	458	2199	9420	458	2322	867	559	1
6435	1817	1498	882	834	1250	0	1044	4743	0	1622	7598	708	629	779	0	5
6435	1622	7598	708	834	1250	0	1044	4743	0	629	779	0	1817	1498	882	4
6436	403	40	0	3708	6001	1012	1622	7598	0	2473	1131	2496	834	1250	0	2
6441	456	0	520	435	100	520	176	4754	520	2952	4534	520	625	577	1144	2
6441	435	100	520	456	0	520	176	4754	520	2952	4534	520	625	577	1644	1
6442	176	4754	0	456	0	0	2952	4534	0	625	577	1144	1424	1132	2068	3
6443	176	4754	520	456	0	520	435	100	520	2952	4534	520	625	577	1144	3
6443	456	0	520	435	100	520	176	4754	520	2952	4534	520	625	577	1644	2
6443	456	0	520	2952	4534	520	176	4754	520	625	577	1644	449	349	1908	2
6443	456	0	520	2952	4534	520	176	4754	520	625	577	1644	449	349	1908	2
6445	176	4754	156	646	194	331	1760	14651	331	1816	3919	504	2274	8347	331	5
6445	646	194	331	1025	104	331	2274	8347	331	1760	14651	331	1816	3919	504	2
6446	1223	42422	1038	646	194	0	2274	8347	0	1760	14651	0	1816	3919	504	1
6446	2274	8347	0	646	194	0	1223	42422	1038	1760	14651	0	1813	2566	600	3
6447	1760	14651	1100	646	194	1100	2274	8347	1100	1813	2566	1800	927	2632	2380	3
6447	646	194	1100	2274	8347	1100	1760	14651	1100	1813	2566	1800	927	2632	2500	2
6452	854	263	0	2725	3107	549	63	1050	488	0	5333	488	3610	5189	631	2
7001	148	2754	1177	130	235	746	258	813	901	84	809	1177	63	1050	488	1
7005	36	276	704	322	1712	0	591	423	510	2001	4634	0	84	809	1177	4
7007	1325	30295	878	322	1712	0	2001	4634	0	36	276	704	1506	632	732	1
7028	2287	1420	837	3401	21946	0	136	249	651	3289	9748	0	570	3478	837	4
7034	0	34996	0	1395	527	0	672	359	776	3400	17619	600	1813	2566	0	3
7052	1331	9861	0	1325	30295	337	45	111	230	384	551	230	10325	37322	337	2
7055	1491	8362	0	3210	3884	0	165	437	557	995	1513	861	1331	9861	0	1
7056	2701	4208	1400	417	0	632	3400	17619	400	4409	19541	400	991	220	0	5
7059	1148	1063	0	143	65	0	155	529	924	442	457	0	1265	315	0	1
7077	2014	2229	0	63	1050	1404	0	5333	1404	2725	3107	1204	854	263	0	5
7087	295	197	434	66	1777	0	1650	9100	0	1911	686	0	3610	5189	269	4
7089	260	128	0	2578	3929	0	275	4672	0	889	480	1046	66	1777	0	2
7090	1028	4333	1976	2932	2181	876	2109	1759	0	1556	434	1896	1548	12008	1976	3
7109	54	1601	0	163	1310	0	1247	4727	0	92	2307	328	2473	1131	0	3
7110	92	2307	328	163	1310	0	54	1601	0	1247	4727	0	877	1615	328	4
7117	54	1601	0	163	1310	0	1562	535	328	1247	4727	0	92	2307	328	3
7124	806	112	0	5190	59651	1664	1153	1903	0	2792	1896	0	163	1310	600	2
7126	867	197	247	574	593	0	1774	1950	449	5190	59651	895	449	349	703	4
7135	1223	42422	1700	4054	2456	0	5190	59651	0	163	1310	1264	3610	5189	0	1
7135	163	1310	1264	5190	59651	0	4054	2456	0	54	1601	1264	1247	4727	1264	3
7140	574	593	1600	867	197	1216	77	195	1164	379	225	1164	1774	1950	0	5
7141	2932	2181	876	2109	1759	0	1028	4333	1976	1556	434	1896	1548	12008	1976	2
7144	442	457	0	36	53	2720	116	68	1900	179	259	1800	514	1754	0	5
7145	280	5127	611	686	368	0	724	2219	0	863	7471	0	1856	3751	611	4
7148	2952	4534	0	456	0	0	176	4754	0	625	577	256	1424	1132	527	1
7152	803	1587	883	669	780	0	898	56296	5701	1345	6319	883	176	4754	0	3
7162	1223	42422	480	895	0	0	3830	7566	0	619	1542	480	669	780	0	1
7162	895	0	0	1223	42422	480	3830	7566	0	619	1542	480	620	1827	480	2
7174	1491	690	667	1959	858	0	262	5344	0	66	1777	1001	1556	434	750	4
7182	2121	41669	0	148	3677	0	2109	1759	1900	6438	77335	0	388	252	836	3
7182	388	252	836	148	3677	0	2121	41669	0	6438	77335	0	2109	1759	1900	5
7183	1028	4333	2952	578	105	1680	1792	2677	2784	360	100	2784	2109	1759	1192	5
7193	610	47	0	262	930	0	436	885	0	368	3797	588	1256	3675	588	2
7205	699	2341	1415	666	1355	0	2304	8249	660	681	6536	1850	436	885	0	3
7209	1028	4333	1304	81	491	944	1491	690	944	1548	12008	1304	666	1355	0	1
7224	1314	6220	0	854	263	0	63	1050	488	0	5333	488	297	1763	4456	5
7237	1816	3919	0	106	327	672	7024	12895	672	2705	89841	1208	2469	17977	1004	5
7254	4054	2456	588	309	33	0	770	289	0	5190	59651	588	1324	2309	1180	3
7254	5190	59651	170	309	33	0	4054	2456	170	379	225	533	3418	6650	533	3
7263	2469	17977	1728	1447	2000	1252	20452	83361	1920	2322	867	1744	772	1424	644	3
7277	4409	19541	366	672	359	0	1395	527	251	3400	17619	366	2701	4208	604	4
7280	1395	527	0	2925	4548	615	0	34996	0	3400	17619	295	4409	19541	366	2
7297	403	40	0	3708	6001	350	1622	7598	0	2473	1131	646	4160	19515	687	2
7301	2477	10492	0	527	106	0	66	1777	1311	1239	12395	0	1622	7598	0	3
7301	2477	10492	0	527	106	0	1239	12395	0	86	103	834	671	1492	1146	3
7302	671	1492	507	1504	198	0	1239	12395	731	527	106	731	2477	10492	0	3
7307	6330	11383	0	2925	4548	0	1645	7010	594	1000	665	594	671	1492	507	2
7307	3400	17619	819	6330	11383	0	1645	7010	594	1000	665	594	2925	4548	0	5
7312	3400	17619	1900	6330	11383	0	1645	7010	1200	1000	665	1200	2925	4548	0	5
7312	6330	11383	0	2925	4548	0	1645	7010	1200	1000	665	1200	3400	17619	1900	2
7313	2925	4548	0	6330	11383	0	1645	7010	594	1000	665	594	3400	17619	819	1
7313	1000	665	594	6330	11383	0	1645	7010	594	2925	4548	0	3400	17619	819	4
7316	6330	11383	0	2925	4548	0	1645	7010	594	1000	665	594	3400	17619	819	2
7316	3400	17619	819	6330	11383	0	1645	7010	594	1000	665	594	2925	4548	0	5
7329	6330	11383	0	233	1470	0	1617	1259	0	1816	3919	1884	217	216	0	5
7330	1184	228	521	3153	6816	0	1730	15564	0	526	3918	405	1190	1597	699	1
7333	526	3918	1000	1730	15564	1248	1188	3200	1592	842	956	1628	3153	6816	1248	5
7334	526	3918	1000	3153	6816	724	1730	15564	724	1184	228	1424	1188	3200	1592	4
7334	3153	6816	724	1184	228	1424	1730	15564	724	526	3918	1000	1190	1597	1368	2
7336	3153	6816	0	526	3918	405	1730	15564	0	1190	1597	699	1463	2508	419	2
7337	1730	15564	900	3153	6816	900	1184	228	1188	526	3918	1528	1190	1597	2140	2
7337	526	3918	1528	1730	15564	900	1184	228	1188	3153	6816	900	1188	3200	2492	4
7337	526	3918	1528	3153	6816	900	1184	228	1188	1730	15564	900	1188	3200	2492	4
7337	1184	228	1188	3153	6816	900	1730	15564	900	526	3918	1528	1188	3200	2492	3
7347	629	779	1120	106	327	672	7024	12895	672	2469	17977	1004	20452	83361	1208	5
7349	629	779	0	834	1250	0	1044	4743	0	1622	7598	2392	1817	1498	2996	2
7349	1622	7598	2392	629	779	0	1044	4743	0	834	1250	0	1817	1498	2996	4
7354	629	779	0	834	1250	0	1044	4743	0	1622	7598	708	1817	1498	882	2
7354	629	779	0	834	1250	0	1044	4743	0	1622	7598	708	1817	1498	882	2
7354	3708	6001	890	629	779	0	834	1250	0	1044	4743	0	1622	7598	708	1
7354	3708	6001	890	629	779	0	834	1250	0	1044	4743	0	1622	7598	708	1
7356	629	779	0	2932	2181	876	1028	4333	1976	1556	434	1896	2109	1759	0	5
7356	1548	12008	578	2109	1759	0	1028	4333	578	1556	434	557	2932	2181	289	5
7359	671	1492	1600	1504	198	0	1239	12395	1828	527	106	1828	2477	10492	1828	3
7360	1504	198	0	1239	12395	1828	671	1492	1600	527	106	1828	2477	10492	1828	2
7368	217	216	0	1617	1259	0	1816	3919	1884	233	1470	0	2932	2181	876	2
8001	233	1470	0	413	4402	1688	1186	4104	1540	0	281	0	817	1505	0	5
8003	817	1505	0	2705	89841	1561	413	4402	485	0	281	0	1186	4104	496	2
8003	0	281	0	413	4402	485	1186	4104	496	817	1505	0	1090	6583	496	4
8019	1223	42422	919	217	216	0	1617	1259	0	233	1470	0	1172	726	780	1
8029	177	907	628	98	634	0	297	1763	0	2705	89841	1888	1481	1372	628	4
8034	1239	12395	1828	1504	198	0	671	1492	1600	527	106	1828	909	916	0	1
8035	2477	10492	0	527	106	0	1239	12395	0	86	103	2500	671	1492	3000	3
8070	2274	8347	2380	75	315	0	927	2632	0	646	194	2380	799	937	0	3
8073	1199	13735	1516	91	401	512	889	480	1516	4358	16200	512	646	194	2380	4
8073	1199	13735	1516	91	401	512	889	480	1516	4358	16200	512	1381	1629	3060	4
8076	1325	30295	1114	413	4402	0	817	1505	485	0	281	485	995	1513	0	1
8076	995	1513	620	413	4402	0	817	1505	485	0	281	485	1220	18568	876	5
8078	2274	8347	397	646	194	397	1760	14651	397	1813	2566	689	413	4402	0	1
8078	927	2632	822	646	194	397	1760	14651	397	1813	2566	689	2274	8347	397	5
8078	2274	8347	397	1025	104	397	646	194	397	1760	14651	397	1813	2566	689	3
8078	1025	104	397	646	194	397	2274	8347	397	1760	14651	397	1813	2566	689	2
8084	1447	2000	2600	2322	867	544	1220	18568	948	36	276	2100	646	194	0	3
8084	1325	30295	785	2322	867	170	1220	18568	333	36	276	572	1447	2000	603	1
8085	1025	104	0	646	194	0	2274	8347	0	1760	14651	0	1813	2566	1500	1
8085	1760	14651	0	646	194	0	2274	8347	0	1025	104	0	1813	2566	1500	4
8087	4358	16200	1424	889	480	0	1199	13735	0	267	3670	2544	646	194	0	3
8087	889	480	0	1199	13735	0	4358	16200	1424	267	3670	2544	2939	2361	2544	2
8089	900	5818	489	135	409	0	1325	30295	1274	1031	7272	745	3403	12516	745	3
8102	1622	7598	2496	4160	19515	712	3479	27106	712	1817	1498	2080	2473	1131	0	5
8107	2473	1131	712	3479	27106	0	0	697	700	4160	19515	0	1817	1498	2080	4
8107	3479	27106	0	4160	19515	0	2473	1131	247	1817	1498	369	1622	7598	687	3
8139	1622	7598	0	2925	4548	0	6330	11383	0	1000	665	594	4409	19541	819	5
8139	1000	665	594	2925	4548	0	6330	11383	0	4409	19541	819	1645	7010	594	4
8139	1645	7010	594	6330	11383	0	2925	4548	0	1000	665	594	3400	17619	819	3
8139	6330	11383	0	2925	4548	0	1645	7010	594	1000	665	594	3400	17619	819	2
8143	6330	11383	0	417	0	0	3400	17619	0	2701	4208	748	4409	19541	0	5
8144	260	128	0	2578	3929	0	275	4672	0	889	480	1046	3400	17619	0	2
8168	403	40	0	3708	6001	350	1622	7598	0	2473	1131	646	3479	27106	687	2
8169	3401	21946	880	4406	10446	0	1192	2578	741	2201	30672	741	3289	9748	880	5
8174	1220	18568	948	2322	867	544	1447	2000	2600	36	276	2100	1309	2066	2364	1
8175	1220	18568	812	2322	867	0	1309	2066	2012	7024	12895	2200	36	276	2100	1
8175	1309	2066	480	2322	867	0	1220	18568	261	7024	12895	524	36	276	559	4
8190	1548	12008	406	81	491	295	1491	690	295	1028	4333	406	2932	2181	581	4
8190	1028	4333	406	81	491	295	1491	690	295	1548	12008	406	2932	2181	581	1
8201	2287	1420	0	106	327	237	1309	2066	463	772	1424	291	7024	12895	237	5
8201	7024	12895	788	106	327	788	20452	83361	1756	772	1424	892	1309	2066	1548	3
8205	772	1424	0	2469	17977	603	7024	12895	219	1309	2066	356	2705	89841	575	2
8210	67	2329	476	1188	3200	0	842	956	476	1190	1597	1008	1463	2508	1032	3
8210	1190	1597	1008	1188	3200	0	67	2329	476	842	956	476	1463	2508	1032	4
8224	3153	6816	246	4160	19515	247	3479	27106	247	1817	1498	599	2473	1131	0	5
8225	295	197	1508	799	148	1788	1850	1213	1508	1911	686	1852	2473	1131	0	4
8244	1309	2066	501	772	1424	193	7024	12895	485	1031	402	193	2469	17977	603	4
8245	20452	83361	1100	552	3932	896	2469	17977	1000	2705	89841	1100	1447	2000	0	5
8249	2469	17977	603	772	1424	0	1309	2066	356	7024	12895	219	552	3932	237	4
8255	1031	402	0	2705	89841	727	7024	12895	424	772	1424	252	1309	2066	356	2
8255	772	1424	252	1031	402	0	7024	12895	424	1309	2066	560	2469	17977	701	2
8256	1556	434	136	1023	194	0	1101	460	214	148	3677	411	772	1424	252	2
8271	1850	1213	0	303	180	0	66	1777	996	295	197	0	148	3677	1064	1
8271	2121	41669	770	303	180	0	1850	1213	0	295	197	0	66	1777	434	1
8282	1188	3200	298	67	2329	231	1190	1597	282	1463	2508	289	842	956	231	5
8283	63	1050	0	898	56296	335	0	5333	0	6617	95932	335	450	401	508	2
8294	1765	655	1296	66	0	0	3610	5189	0	898	56296	1612	2725	3107	0	3
8311	322	1712	0	854	263	0	63	1050	488	0	5333	488	898	56296	717	5
8320	1153	1903	0	806	112	0	5190	59651	1664	2792	1896	0	4358	16200	512	3
8321	4160	19515	712	2473	1131	0	3479	27106	712	1817	1498	2080	1153	1903	0	1
8355	60	26	2900	1789	8709	1744	130	324	3368	1469	3123	1744	1324	2309	824	4
8356	2063	3878	0	442	125	0	231	2347	0	720	107	13796	1789	8709	1744	4
8374	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	2932	2181	692	2
8374	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	1556	434	1064	2
8375	1399	1189	876	73	1608	0	908	1905	0	68	45	1204	148	3677	0	4
8379	322	1712	0	2001	4634	0	591	423	510	36	276	704	908	1905	0	2
8382	1188	3200	0	842	956	143	67	2329	143	1190	1597	334	2322	867	261	1
8382	1190	1597	334	842	956	143	67	2329	143	1188	3200	0	1463	2508	341	4
8382	7024	12895	657	1188	3200	0	842	956	143	67	2329	143	1190	1597	334	1
8382	1190	1597	334	1188	3200	0	842	956	143	67	2329	143	7024	12895	657	5
8386	2705	89841	1164	598	429	0	2469	17977	1080	7024	12895	1200	20452	83361	1164	4
8386	20452	83361	1164	598	429	0	2469	17977	1080	2705	89841	1164	7024	12895	1200	5
8388	2469	17977	1004	106	327	672	7024	12895	672	2705	89841	1208	20452	83361	1164	3
8396	3400	17619	366	672	359	0	1395	527	251	991	220	412	842	956	0	4
8396	672	359	0	4409	19541	366	1395	527	251	3400	17619	366	2701	4208	604	2
8401	295	197	0	303	180	0	66	1777	996	1850	1213	0	1911	686	996	4
8402	295	197	0	1395	527	251	0	34996	251	3400	17619	366	672	359	0	5
8403	58	189	0	3375	17328	763	803	1587	541	1345	6319	541	3400	17619	366	2
8403	560	2100	702	58	189	0	803	1587	541	1345	6319	541	1689	6187	702	1
8404	66	1777	0	1911	686	0	1650	9100	0	295	197	996	58	189	0	1
8405	1394	1528	1152	3375	17328	1036	468	728	0	96	1841	1500	635	5147	1500	3
8413	635	5147	1500	869	214	0	1689	6187	0	96	1841	2216	3375	17328	1300	5
8414	1689	6187	0	468	728	0	1394	1528	355	96	1841	469	3375	17328	316	5
8415	1689	6187	0	869	214	0	560	2100	0	3375	17328	425	96	1841	469	3
8429	96	1841	2216	560	2100	0	1689	6187	0	3375	17328	1300	869	214	0	5
8431	635	5147	701	1394	1528	0	1689	6187	527	96	1841	659	3375	17328	266	5
8435	1689	6187	0	468	728	784	1394	1528	808	96	1841	1500	3375	17328	1244	5
8435	468	728	784	1394	1528	808	3375	17328	1244	96	1841	1500	635	5147	1500	1
8443	526	3918	0	3153	6816	1180	1184	228	972	1730	15564	1180	1689	6187	0	2
8445	1190	1597	2140	1730	15564	0	526	3918	1180	3153	6816	0	1463	2508	2300	4
8448	1730	15564	0	3153	6816	0	526	3918	1180	1190	1597	2140	1463	2508	2164	1
8454	1730	15564	0	456	0	156	176	4754	156	625	577	367	2952	4534	156	5
8454	176	4754	156	456	0	156	2952	4534	156	625	577	367	449	349	490	3
8457	435	100	0	456	0	0	176	4754	0	2952	4534	0	625	577	367	2
8464	456	0	0	435	100	0	176	4754	0	2952	4534	0	625	577	1144	2
8465	1491	690	944	81	491	944	1028	4333	1304	1548	12008	1304	2932	2181	1900	3
8477	3708	6001	350	403	40	0	1622	7598	0	2473	1131	646	1548	12008	0	1
8477	2473	1131	646	403	40	0	1622	7598	0	3708	6001	350	1223	42422	1823	5
8480	4160	19515	687	403	40	0	1622	7598	0	2473	1131	646	3708	6001	350	5
8483	3400	17619	224	991	220	0	4409	19541	224	2701	4208	572	3708	6001	350	3
8483	1668	10866	572	991	220	0	3400	17619	224	2701	4208	572	4409	19541	224	5
8486	3400	17619	600	1395	527	0	0	34996	0	4409	19541	600	2701	4208	1400	4
8486	2925	4548	615	1395	527	0	0	34996	0	3400	17619	295	4409	19541	295	5
8491	176	4754	156	456	0	156	2952	4534	156	625	577	367	1622	7598	350	3
8491	2952	4534	156	456	0	156	176	4754	156	625	577	367	449	349	490	1
8491	456	0	156	3418	6650	716	176	4754	156	2952	4534	156	625	577	367	2
8491	456	0	156	3418	6650	716	176	4754	156	2952	4534	156	625	577	367	2
8505	449	349	1908	456	0	0	176	4754	0	625	577	1144	2952	4534	0	5
8509	1760	14651	397	1025	104	397	2274	8347	397	646	194	397	4054	2456	0	4
8509	1813	2566	689	1025	104	397	2274	8347	397	1760	14651	397	646	194	397	5
8510	1025	104	0	646	194	0	2274	8347	0	1760	14651	0	1813	2566	1800	2
8510	1760	14651	0	1025	104	0	2274	8347	0	646	194	0	1813	2566	1500	4
8510	1760	14651	0	646	194	0	2274	8347	0	1813	2566	1500	927	2632	2380	3
8510	646	194	0	2274	8347	0	1760	14651	0	1813	2566	1500	927	2632	2380	2
8519	1617	1259	0	217	216	0	1816	3919	1884	233	1470	0	163	1310	2200	1
8520	1617	1259	0	217	216	0	1816	3919	609	233	1470	0	163	1310	759	1
8521	163	1310	2200	217	216	0	1816	3919	1884	233	1470	0	1617	1259	0	5
8521	217	216	0	2274	8347	801	1617	1259	0	233	1470	0	1816	3919	609	2
8523	1617	1259	0	217	216	0	1816	3919	1884	233	1470	0	163	1310	2200	1
8525	1816	3919	1884	217	216	0	1617	1259	0	233	1470	0	163	1310	2200	3
8527	163	1310	2200	217	216	0	1816	3919	1884	233	1470	0	1617	1259	0	5
8528	2932	2181	308	2109	1759	311	1028	4333	433	1548	12008	433	233	1470	0	1
8528	1028	4333	1800	2932	2181	1144	2109	1759	940	2121	41669	2100	1548	12008	1800	4
10001	681	6536	647	2677	9375	559	2199	9420	559	2449	6044	0	2932	2181	308	4
10011	1841	7523	0	68	45	0	114	359	0	274	5555	0	3210	3884	488	1
10015	294	1043	2392	262	5344	0	1959	858	0	1491	690	1900	114	359	0	3
10016	570	3478	414	294	1043	0	2287	1420	414	3289	9748	928	1959	858	622	4
10020	602	1142	0	62	916	0	824	3043	866	554	2979	755	1331	3291	866	3
10023	262	5344	0	1959	858	0	294	1043	622	1491	690	667	1556	434	750	2
10024	0	985	0	12	46	0	525	2013	0	1172	726	1492	262	5344	0	3
10024	0	985	0	12	46	0	4409	19541	2058	1172	726	399	974	572	919	3
10027	58	189	1102	669	780	0	1345	6319	883	803	1587	883	231	2347	1502	4
10029	663	1195	690	68	45	0	114	359	0	274	5555	0	1841	7523	0	5
10032	629	779	0	834	1250	0	1044	4743	0	1622	7598	708	1817	1498	882	1
10032	1622	7598	708	834	1250	0	1044	4743	0	629	779	0	1817	1498	882	4
