ID	FSG1	FSO1	TT1	FSG2	FSO2	TT2	FSG3	FSO3	TT3	FSG4	FSO4	TT4	FSG5	FSO5	TT5	CHOICE	
3138	646	194	2380	75	315	0	2274	8347	2380	927	2632	0	2109	1759	1192	4
3141	54	1601	398	5190	59651	250	163	1310	398	4054	2456	250	927	2632	0	4
3150	1331	9861	0	1325	30295	337	45	111	230	384	551	230	10325	37322	337	2
3152	1314	6220	0	898	56296	249	6617	95932	249	1614	1645	403	1331	9861	0	2
3152	44	2242	1328	1314	6220	0	898	56296	600	6617	95932	600	1614	1645	1140	1
3153	1765	655	1296	66	0	0	3610	5189	0	898	56296	1612	1314	6220	0	3
3154	361	217	976	44	2242	0	1645	590	0	1399	1189	1216	3610	5189	0	3
3164	2121	41669	836	388	252	0	702	792	0	148	3677	836	867	197	0	1
3164	1792	2677	1200	388	252	0	702	792	0	148	3677	836	6438	77335	836	1
3166	1828	8660	0	1331	9861	0	45	111	230	384	551	230	1325	30295	337	5
3168	1774	1950	334	867	197	0	574	593	247	3418	6650	565	379	225	565	4
3169	0	5333	488	854	263	0	63	1050	488	2725	3107	549	867	197	0	4
3170	20452	83361	556	401	4547	556	2705	89841	556	2469	17977	0	842	956	820	4
3170	2705	89841	556	401	4547	556	2469	17977	0	20452	83361	556	842	956	820	3
3172	1314	6220	1544	63	1050	0	0	5333	0	898	56296	892	6617	95932	892	1
3174	105	70	0	3418	6650	0	77	195	0	379	225	0	449	349	900	2
3177	4054	2456	1664	806	112	0	1153	1903	0	2792	1896	0	379	225	0	1
3178	1774	1950	449	574	593	0	5190	59651	895	867	197	247	1153	1903	0	3
3188	91	401	0	4358	16200	0	889	480	476	1199	13735	476	927	2632	0	2
3191	217	216	0	1617	1259	0	1816	3919	609	233	1470	0	163	1310	759	2
3192	217	216	0	1617	1259	0	1816	3919	1884	233	1470	0	163	1310	2200	2
3193	6617	95932	600	1314	6220	0	898	56296	600	1614	1645	1140	233	1470	0	4
3194	27	120	0	2701	4208	0	1668	10866	0	3400	17619	1400	1314	6220	0	2
3197	85	0	0	2773	4402	0	183	328	0	733	5931	0	2701	4208	0	2
3199	1188	3200	334	1190	1597	0	1463	2508	123	2705	89841	489	733	5931	0	4
3200	44	2242	1124	113	0	0	1314	6220	1140	1645	590	1124	1614	1645	0	5
3201	601	1054	757	1828	8660	0	2922	8606	0	1324	2309	883	1335	5049	883	3
3202	0	697	222	3479	27106	0	4160	19515	0	2473	1131	247	1817	1498	369	3
3207	2121	41669	0	148	3677	0	6438	77335	0	388	252	836	1469	3123	1744	1
3207	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	1556	434	1064	2
3207	1556	434	1064	148	3677	0	6438	77335	0	388	252	836	2121	41669	0	5
3207	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	1556	434	1064	2
3208	434	87	0	4160	19515	1900	368	3797	0	1256	3675	0	1600	3585	0	2
3209	678	1653	0	1563	1184	0	254	3056	0	360	100	1600	1792	2677	1600	2
3213	3400	17619	734	27	120	349	1668	10866	349	2701	4208	349	4409	19541	734	4
3218	1600	3585	0	434	87	0	368	3797	0	1256	3675	0	262	930	700	4
3219	368	3797	0	434	87	0	1256	3675	0	1600	3585	0	262	930	588	3
3228	456	0	520	435	100	520	176	4754	520	2952	4534	520	625	577	1644	2
3228	435	100	520	456	0	520	176	4754	520	2952	4534	520	625	577	1644	1
3230	2952	4534	0	456	0	0	176	4754	0	625	577	256	449	349	490	1
3230	2952	4534	0	456	0	0	176	4754	0	625	577	256	1424	1132	527	1
3234	435	100	156	456	0	156	176	4754	156	2952	4534	156	625	577	256	1
3234	456	0	156	435	100	156	176	4754	156	2952	4534	156	625	577	367	2
3234	2952	4534	156	456	0	156	176	4754	156	625	577	367	449	349	490	1
3234	2952	4534	156	456	0	156	176	4754	156	625	577	367	449	349	490	1
3235	2952	4534	520	456	0	520	176	4754	520	625	577	1644	449	349	1908	1
3235	176	4754	520	456	0	520	2952	4534	520	625	577	1644	449	349	1908	3
3235	456	0	520	435	100	520	176	4754	520	2952	4534	520	625	577	1644	2
3235	435	100	520	456	0	520	176	4754	520	2952	4534	520	625	577	1644	1
3236	456	0	0	2952	4534	0	176	4754	0	625	577	1144	449	349	1908	2
3237	456	0	520	435	100	520	176	4754	520	2952	4534	520	625	577	1144	2
3237	456	0	520	435	100	520	176	4754	520	2952	4534	520	625	577	1644	2
3237	449	349	490	456	0	156	176	4754	156	625	577	367	2952	4534	156	5
3237	456	0	156	2952	4534	156	176	4754	156	625	577	367	449	349	490	2
3238	2952	4534	156	435	100	156	176	4754	156	456	0	156	625	577	367	4
3238	456	0	156	435	100	156	176	4754	156	2952	4534	156	625	577	367	1
3248	1148	1063	0	143	65	0	1265	315	0	442	457	0	176	4754	156	3
3256	267	3670	2700	91	401	0	889	480	748	1199	13735	748	4358	16200	968	5
3258	267	3670	808	91	401	169	889	480	560	1199	13735	560	4358	16200	169	5
3258	1381	1629	743	91	401	169	889	480	560	1199	13735	560	4358	16200	169	5
3259	1199	13735	0	889	480	0	4358	16200	476	267	3670	829	1381	1629	743	3
3259	267	3670	829	889	480	0	1199	13735	0	4358	16200	476	2939	2361	829	4
3263	1199	13735	560	4358	16200	169	889	480	560	91	401	169	1381	1629	743	4
3263	4358	16200	169	91	401	169	889	480	560	1199	13735	560	1381	1629	743	2
3264	2014	2229	3480	91	401	1056	889	480	1176	1199	13735	1176	4358	16200	1180	5
3266	2014	2229	958	91	401	314	889	480	392	1199	13735	392	4358	16200	354	5
3266	91	401	314	4358	16200	354	889	480	392	1199	13735	392	2014	2229	958	2
3273	1622	7598	708	629	779	0	1044	4743	0	834	1250	0	1817	1498	882	4
3273	834	1250	0	629	779	0	1044	4743	0	1622	7598	708	1817	1498	882	1
3276	1622	7598	2392	629	779	1120	1044	4743	1120	575	104	2000	834	1250	1120	5
3276	834	1250	393	629	779	393	898	56296	1366	1044	4743	393	575	104	762	3
3279	1044	4743	0	629	779	0	834	1250	0	1622	7598	2392	575	104	2000	3
3279	1044	4743	0	629	779	0	834	1250	0	1622	7598	2392	1817	1498	2996	3
3287	1816	3919	1944	646	194	900	2274	8347	900	1760	14651	900	1025	104	900	5
3289	2274	8347	0	646	194	0	1760	14651	0	1813	2566	600	1816	3919	504	1
3289	646	194	0	2274	8347	0	1760	14651	0	1813	2566	600	927	2632	736	2
3290	646	194	0	1025	104	0	2274	8347	0	1760	14651	0	1813	2566	1500	2
3290	1813	2566	1500	646	194	0	2274	8347	0	1760	14651	0	1025	104	0	5
3290	927	2632	736	646	194	0	1760	14651	0	1813	2566	600	2274	8347	0	5
3290	927	2632	736	646	194	0	1760	14651	0	1813	2566	600	2274	8347	0	5
3291	646	194	0	2274	8347	0	1760	14651	0	1813	2566	1500	927	2632	2380	2
3291	1760	14651	0	646	194	0	2274	8347	0	1813	2566	1500	927	2632	2380	3
3291	2274	8347	0	646	194	0	1025	104	0	1760	14651	0	1813	2566	1500	3
3291	1813	2566	1500	646	194	0	2274	8347	0	1760	14651	0	1025	104	0	5
3292	1813	2566	600	646	194	0	2274	8347	0	1760	14651	0	2121	41669	1438	5
3292	2274	8347	0	646	194	0	2121	41669	1438	1760	14651	0	1813	2566	600	3
3292	2274	8347	0	646	194	0	1760	14651	0	1813	2566	1500	927	2632	2380	1
3292	646	194	0	2274	8347	0	1760	14651	0	1813	2566	1500	927	2632	2380	2
3294	84	809	0	90	22	0	709	269	0	148	2754	0	3961	6340	0	4
3307	2705	89841	556	401	4547	556	2469	17977	0	20452	83361	556	842	956	820	3
3307	20452	83361	556	401	4547	556	2705	89841	556	2469	17977	0	842	956	820	4
3310	1760	14651	0	646	194	0	2274	8347	0	1813	2566	600	2705	89841	167	3
3310	927	2632	736	646	194	0	1760	14651	0	1813	2566	600	2274	8347	0	5
3310	646	194	0	1223	42422	1038	2274	8347	0	1760	14651	0	1813	2566	600	2
3310	1813	2566	600	646	194	0	2274	8347	0	1760	14651	0	1223	42422	1038	5
3312	435	100	520	456	0	520	176	4754	520	2952	4534	520	646	194	0	1
3312	176	4754	520	456	0	520	435	100	520	2952	4534	520	625	577	1644	3
3312	625	577	1644	456	0	520	176	4754	520	2952	4534	520	449	349	1908	4
3312	625	577	1644	456	0	520	176	4754	520	2952	4534	520	449	349	1908	4
3315	625	577	256	456	0	0	176	4754	0	2952	4534	0	449	349	490	4
3315	2952	4534	0	456	0	0	176	4754	0	1905	641	572	625	577	256	4
3320	1813	2566	689	646	194	397	1760	14651	397	2274	8347	397	176	4754	0	4
3320	646	194	397	2274	8347	397	1760	14651	397	1813	2566	689	927	2632	822	2
3332	1792	2677	695	578	105	591	2109	1759	547	360	100	695	1556	434	557	3
3332	1792	2677	695	2109	1759	547	2932	2181	702	360	100	695	1028	4333	725	3
3338	635	5147	2100	1394	1528	836	1689	6187	1300	96	1841	2100	3375	17328	0	5
3347	63	1050	1956	946	236	960	854	263	1204	3610	5189	1676	2725	3107	0	5
3348	3610	5189	1600	854	263	0	63	1050	1404	0	5333	1404	2725	3107	1204	5
3349	1028	4333	1976	2109	1759	0	2932	2181	876	1556	434	1896	63	1050	1404	3
3349	2109	1759	0	2932	2181	876	1028	4333	1976	1556	434	1896	1548	12008	1976	1
3350	1556	434	557	2109	1759	0	1028	4333	578	2932	2181	289	1548	12008	578	4
3353	1556	434	557	2109	1759	547	1792	2677	695	360	100	695	2932	2181	702	5
3353	1792	2677	695	578	105	591	2109	1759	547	360	100	695	1028	4333	725	3
3360	360	100	2784	578	105	1680	1792	2677	2784	2109	1759	1192	2932	2181	1852	4
3360	1792	2677	695	2109	1759	547	2932	2181	702	360	100	695	1028	4333	725	3
3367	2109	1759	547	854	263	0	63	1050	488	0	5333	488	2725	3107	549	5
3367	63	1050	488	854	263	0	898	56296	717	0	5333	488	3610	5189	631	3
4011	63	1050	488	1504	198	0	671	1492	507	527	106	731	1617	1259	2021	5
4011	527	106	731	1504	198	0	671	1492	507	1239	12395	731	2477	10492	731	4
4019	671	1492	507	610	47	421	262	930	421	436	885	421	4358	16200	2183	5
4020	368	3797	0	434	87	0	1256	3675	0	1600	3585	0	262	930	700	3
4022	1600	3585	0	434	87	0	368	3797	0	1256	3675	0	262	930	588	4
4025	585	781	0	350	1083	0	258	813	1780	3610	5189	2336	368	3797	0	2
4037	1850	1213	504	799	148	489	66	1777	638	295	197	504	148	3677	547	3
4038	295	197	504	799	148	489	1850	1213	504	66	1777	638	148	3677	547	4
4040	1850	1213	504	1911	686	0	1650	9100	0	295	197	434	66	1777	0	5
4040	66	1777	0	2121	41669	552	1650	9100	0	1911	686	0	295	197	434	2
4054	4406	10446	0	1192	2578	1400	2201	30672	1400	3289	9748	2500	3401	21946	2500	1
4062	2199	9420	724	2677	9375	724	2449	6044	2076	1506	632	1312	36	276	1736	2
4066	1023	194	464	1556	434	0	1101	460	608	148	3677	1064	2199	9420	724	2
4069	1556	434	0	2121	41669	1064	1101	460	608	148	3677	1064	6438	77335	1064	2
4070	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	1556	434	0	2
4070	6438	77335	0	148	3677	0	2121	41669	0	388	252	836	1556	434	1064	3
4082	2209	2410	0	1325	30295	388	45	111	318	384	551	318	10325	37322	0	2
4085	1840	2872	0	975	1058	0	100	2641	0	4409	19541	1630	2209	2410	0	4
4086	384	551	768	1331	9861	0	45	111	768	1325	30295	1120	10325	37322	1120	4
4095	1023	194	464	1556	434	0	1101	460	608	148	3677	1064	1331	9861	0	2
4098	2792	1896	0	806	112	0	1153	1903	0	1247	4727	600	163	1310	600	4
4112	895	0	0	3830	7566	0	619	1542	480	620	1827	480	0	4573	480	2
4112	3830	7566	0	895	0	0	619	1542	480	620	1827	480	0	4573	480	1
4114	619	1542	0	1223	42422	0	620	1827	0	0	4573	0	1424	1132	1048	2
4116	1028	4333	1976	2932	2181	876	2109	1759	0	1556	434	1896	1000	665	0	3
4120	3210	3884	768	1491	8362	768	2040	2124	1600	234	261	4260	995	1513	1900	2
4121	108	590	612	801	2775	0	1813	2566	612	1816	3919	875	3210	3884	240	2
4121	646	194	934	801	2775	0	1813	2566	612	1816	3919	875	2274	8347	934	5
4122	2473	1131	712	3479	27106	0	0	697	700	4160	19515	0	801	2775	0	4
4132	2274	8347	600	108	590	0	1813	2566	0	646	194	600	3479	27106	0	3
4132	1813	2566	0	108	590	0	2274	8347	600	646	194	600	1760	14651	600	3
4133	1813	2566	0	108	590	0	2274	8347	1400	646	194	1400	1760	14651	1400	1
4134	1325	30295	1200	45	111	1160	2209	2410	800	384	551	1000	1813	2566	0	3
4136	82	0	744	625	577	0	1424	1132	700	176	4754	1144	2952	4534	1144	2
4137	2925	4548	594	1645	7010	0	1000	665	0	6330	11383	594	1424	1132	219	3
4147	3210	3884	0	1730	15564	420	1188	3200	589	842	956	600	3153	6816	420	5
4149	1325	30295	0	106	327	672	7024	12895	672	2469	17977	1004	20452	83361	1208	5
4150	456	0	0	2952	4534	0	176	4754	0	625	577	1144	7024	12895	672	2
4150	625	577	1144	456	0	0	176	4754	0	2952	4534	0	1424	1132	2068	4
4152	702	792	362	456	0	0	1792	2677	0	360	100	0	176	4754	0	3
4156	1220	18568	0	2322	867	261	1309	2066	507	7024	12895	551	1447	2000	650	2
4168	148	3677	836	388	252	0	702	792	0	1792	2677	1200	1220	18568	0	4
4180	388	252	0	85	0	0	183	328	0	733	5931	0	4358	16200	1202	5
4180	2773	4402	0	85	0	0	183	328	0	733	5931	0	1381	1629	684	1
4188	1188	3200	143	842	956	0	67	2329	0	2705	89841	234	20452	83361	234	4
4196	842	956	345	1190	1597	0	1188	3200	334	1463	2508	123	552	3932	294	4
4196	1463	2508	123	1190	1597	0	3153	6816	699	1188	3200	334	842	956	345	3
4201	1025	104	0	646	194	0	2274	8347	0	1760	14651	0	1491	690	944	1
4201	1813	2566	1500	646	194	0	2274	8347	0	1760	14651	0	1025	104	0	5
4201	1760	14651	0	646	194	0	2274	8347	0	1025	104	0	1813	2566	600	4
4201	1760	14651	0	646	194	0	2274	8347	0	1025	104	0	1813	2566	600	4
4209	927	2632	736	646	194	397	1760	14651	397	1813	2566	689	2274	8347	397	5
4209	1813	2566	689	646	194	397	1760	14651	397	2274	8347	397	927	2632	822	4
4211	1813	2566	689	646	194	397	1760	14651	397	2274	8347	397	927	2632	822	4
4211	927	2632	822	646	194	397	1760	14651	397	1813	2566	689	2274	8347	397	5
4212	646	194	397	217	216	0	1816	3919	609	233	1470	0	1617	1259	0	5
4213	36	276	1056	1506	632	748	2199	9420	1256	2677	9375	1256	233	1470	0	4
4215	1028	4333	0	1548	12008	0	1491	690	888	2932	2181	1412	1506	632	748	1
4215	1028	4333	0	1548	12008	0	1491	690	888	2932	2181	1412	1556	434	1816	1
4217	1617	1259	0	217	216	0	1816	3919	609	233	1470	0	163	1310	759	1
4219	163	1310	759	217	216	0	1816	3919	609	233	1470	0	1617	1259	0	5
4221	163	1310	759	217	216	0	1816	3919	609	233	1470	0	1617	1259	0	5
4223	1617	1259	0	217	216	0	1816	3919	609	233	1470	0	163	1310	759	1
4226	1816	3919	609	217	216	0	1617	1259	0	233	1470	0	163	1310	759	3
4228	233	1470	0	3153	6816	246	1730	15564	246	526	3918	347	1463	2508	419	5
4228	3153	6816	246	1463	2508	419	1730	15564	246	526	3918	347	1190	1597	412	2
4229	1190	1597	1368	3153	6816	900	1184	228	1188	526	3918	1528	1730	15564	900	5
4229	1184	228	1188	3153	6816	900	1730	15564	900	526	3918	1528	1188	3200	2492	3
4233	1190	1597	2608	1184	228	0	3153	6816	1512	1730	15564	1512	526	3918	972	5
4240	36	276	1064	2199	9420	0	2449	6044	1700	1506	632	884	2677	9375	0	5
4240	2199	9420	0	2677	9375	0	1506	632	884	36	276	1308	2449	6044	1700	3
4248	322	1712	732	1506	632	0	2199	9420	311	36	276	488	2677	9375	311	5
4249	1506	632	0	2677	9375	884	2199	9420	884	36	276	1436	322	1712	2356	1
5005	1331	3291	1589	74	130	0	193	375	0	0	1064	0	686	368	845	1
5006	2063	3878	436	167	356	0	442	125	436	231	2347	436	0	1064	0	4
5016	1324	2309	423	1335	5049	423	1651	22007	423	1828	8660	576	84	809	1177	2
5023	686	368	0	863	7471	0	724	2219	0	280	5127	2452	1324	2309	1180	2
5036	231	2347	2876	803	1587	0	1345	6319	0	58	189	1668	869	214	3664	5
5039	803	1587	0	2201	30672	0	903	735	267	1324	2309	630	1192	2578	0	5
5040	1192	2578	0	1220	18568	949	2201	30672	0	1324	2309	630	1335	5049	630	2
5046	1563	1184	0	678	1653	0	2701	4208	1047	254	3056	0	360	100	556	3
5048	360	100	1600	678	1653	0	254	3056	0	1563	1184	0	1792	2677	1600	4
5067	483	884	0	260	128	0	275	4672	0	889	480	3400	2578	3929	0	5
5073	1028	4333	406	81	491	295	1491	690	295	1548	12008	406	2932	2181	581	1
5073	81	491	295	1028	4333	406	1491	690	295	1548	12008	406	2932	2181	581	2
5078	86	103	2500	527	106	0	2477	10492	0	1239	12395	0	1491	690	944	4
5078	527	106	0	1239	12395	0	2477	10492	0	86	103	2500	671	1492	3000	2
5079	3479	27106	0	4160	19515	0	0	697	700	2473	1131	712	527	106	0	2
5079	1817	1498	369	4160	19515	0	3479	27106	0	2473	1131	247	135	169	222	5
5082	4160	19515	0	1504	198	0	671	1492	507	527	106	731	1239	12395	731	5
5085	4160	19515	1381	258	813	537	709	269	813	84	809	813	148	2754	813	1
5087	2063	3878	0	442	125	0	231	2347	0	3153	6816	1054	233	1470	609	4
5091	0	281	1688	413	4402	0	817	1505	1688	1491	8362	2600	231	2347	0	4
5093	1335	5049	1900	1828	8660	0	601	1054	2824	1324	2309	1900	2922	8606	0	5
5097	1645	7010	1200	6330	11383	800	1395	527	2172	1000	665	1200	2925	4548	800	5
5098	78	112	0	1816	3919	0	1617	1259	1800	233	1470	1800	6330	11383	800	2
5099	1192	2578	0	2201	30672	0	903	735	267	1324	2309	630	1335	5049	630	1
5100	1192	2578	0	2201	30672	0	903	735	1024	1324	2309	2868	1335	5049	2868	1
5110	1192	2578	0	1828	8660	0	2922	8606	0	1324	2309	883	1335	5049	883	5
5120	1491	690	197	81	491	197	1028	4333	414	1548	12008	414	629	779	0	3
5127	36	276	488	2677	9375	311	2199	9420	311	1506	632	0	1491	690	197	4
5135	68	45	0	1841	7523	0	114	359	0	274	5555	0	1506	632	0	2
5145	60	26	0	2932	2181	876	1028	4333	1976	1556	434	1896	2109	1759	0	5
5154	1622	7598	708	629	779	0	1044	4743	0	834	1250	0	1817	1498	882	4
5154	1817	1498	882	629	779	0	1044	4743	0	1622	7598	708	834	1250	0	5
5156	0	5333	0	63	1050	0	898	56296	892	6617	95932	892	1447	2000	748	3
5159	699	2341	0	110	0	622	0	30	676	681	6536	811	63	1050	0	1
5164	772	1424	1008	106	327	836	7024	12895	836	1309	2066	0	1192	2578	1000	4
5198	10325	37322	920	45	111	0	1331	9861	768	1325	30295	920	384	551	0	5
5198	1331	9861	230	45	111	0	384	551	0	1325	30295	276	10325	37322	276	4
5207	10325	37322	0	1325	30295	0	45	111	920	384	551	920	1331	9861	1120	2
5216	105	70	0	3418	6650	0	77	195	0	379	225	0	449	349	900	2
5220	620	1827	1024	449	349	0	619	1542	1024	3418	6650	900	379	225	0	4
5237	619	1542	480	895	0	0	3830	7566	0	620	1827	480	442	457	1756	3
5237	895	0	0	3830	7566	0	619	1542	480	620	1827	480	0	4573	480	2
5247	105	70	0	5190	59651	1100	77	195	0	379	225	0	3830	7566	0	2
5250	3418	6650	900	449	349	0	619	1542	1024	620	1827	1024	379	225	0	1
5256	449	349	0	806	112	0	1153	1903	0	2792	1896	0	1223	42422	400	5
5256	1153	1903	0	806	112	0	2792	1896	0	163	1310	600	54	1601	600	1
5264	450	401	0	578	105	0	2932	2181	191	148	3677	381	2121	41669	381	5
5266	77	195	0	105	70	0	3418	6650	0	379	225	0	449	349	336	3
5268	1774	1950	334	867	197	0	574	593	247	5190	59651	740	379	225	0	4
5268	1774	1950	334	867	197	0	574	593	247	3418	6650	565	379	225	565	4
5271	552	3932	900	1556	434	768	148	3677	400	6438	77335	400	2121	41669	400	5
5271	2932	2181	1192	1556	434	768	148	3677	400	6438	77335	400	2121	41669	400	5
5276	1556	434	768	625	577	0	1424	1132	700	176	4754	1144	1223	42422	1300	5
5277	6438	77335	238	148	3677	238	2121	41669	238	1556	434	222	625	577	0	4
5277	2121	41669	238	148	3677	238	1556	434	222	6438	77335	238	2932	2181	342	3
5277	148	3677	238	1556	434	222	2932	2181	342	2121	41669	238	6438	77335	238	3
5277	2121	41669	238	1556	434	222	148	3677	238	2932	2181	342	6438	77335	238	4
5278	148	3677	0	2121	41669	0	6438	77335	0	388	252	836	1556	434	768	2
5278	2121	41669	0	148	3677	0	6438	77335	0	388	252	836	1556	434	1064	1
5278	388	252	289	148	3677	0	2121	41669	0	6438	77335	0	1556	434	317	4
5278	6438	77335	0	148	3677	0	2121	41669	0	388	252	289	1556	434	317	1
5289	1265	315	0	143	65	0	1148	1063	0	442	457	0	6617	95932	1160	1
5295	1424	1132	2068	456	0	0	176	4754	0	625	577	1144	2952	4534	0	5
5317	267	3670	2544	889	480	0	4358	16200	1424	1199	13735	0	1309	2066	1124	4
5317	267	3670	2544	889	480	0	4358	16200	1424	1199	13735	0	2939	2361	2544	4
5320	1614	1645	0	113	0	0	3610	5189	947	1314	6220	403	1645	590	465	3
5323	303	180	0	1850	1213	0	66	1777	996	295	197	0	1614	1645	0	2
5330	1645	7010	0	1000	665	0	2925	4548	594	6330	11383	594	483	884	935	2
5331	1645	7010	0	260	128	0	275	4672	0	889	480	1046	2578	3929	0	5
5333	1199	13735	1046	260	128	0	275	4672	0	889	480	1046	2578	3929	0	5
5334	260	128	0	974	572	0	16	4009	0	1172	726	660	898	56296	2470	5
5334	508	4824	831	16	4009	0	1172	726	660	974	572	0	1938	5322	831	4
5349	2932	2181	0	513	104	744	2109	1759	876	1556	434	1332	1172	726	1500	2
5352	1184	228	972	526	3918	0	3153	6816	1180	1730	15564	1180	1190	1597	2276	3
5363	456	0	156	898	56296	1716	176	4754	156	2952	4534	156	1730	15564	420	2
5363	456	0	156	898	56296	1716	176	4754	156	2952	4534	156	625	577	367	2
5363	176	4754	156	456	0	156	1148	1063	1720	2952	4534	156	625	577	367	3
5363	625	577	367	456	0	156	176	4754	156	2952	4534	156	1148	1063	1720	5
5364	176	4754	0	456	0	0	1223	42422	588	2952	4534	0	625	577	367	3
5365	625	577	256	435	100	0	176	4754	0	2952	4534	0	456	0	0	5
5368	456	0	156	1424	1132	572	176	4754	156	2952	4534	156	625	577	367	2
5368	456	0	156	1424	1132	572	176	4754	156	2952	4534	156	625	577	367	2
5372	625	577	1144	456	0	0	176	4754	0	2952	4534	0	1424	1132	2068	5
5376	2925	4548	0	6330	11383	0	1645	7010	594	1000	665	594	176	4754	0	1
5376	1645	7010	594	6330	11383	0	2925	4548	0	1000	665	594	3400	17619	819	3
5379	1395	527	752	6330	11383	280	2925	4548	280	1000	665	758	1645	7010	594	3
5381	6330	11383	0	2925	4548	0	1645	7010	1200	1000	665	1200	799	937	2100	2
5381	6330	11383	0	2925	4548	0	1645	7010	1200	1000	665	1200	3400	17619	1900	2
5384	3400	17619	1900	6330	11383	0	1645	7010	1200	1000	665	1200	2925	4548	0	5
5384	3400	17619	1900	6330	11383	0	1645	7010	1200	1000	665	1200	2925	4548	0	5
5387	1000	665	1200	6330	11383	0	1645	7010	1200	2925	4548	0	3400	17619	1900	4
5387	1000	665	1200	6330	11383	0	1645	7010	1200	2925	4548	0	3400	17619	1900	4
5395	1239	12395	1828	1504	198	0	671	1492	1600	527	106	1828	6330	11383	0	1
5399	1622	7598	1012	403	40	1012	3708	6001	0	347	431	2300	671	1492	1600	3
5399	3708	6001	0	403	40	350	1622	7598	350	347	431	813	629	779	890	1
5401	3708	6001	173	2473	1131	857	1622	7598	261	347	431	724	629	779	890	2
5401	347	431	724	3708	6001	173	1622	7598	261	4160	19515	898	3479	27106	898	4
5404	347	431	724	403	40	0	1622	7598	0	2473	1131	646	3708	6001	350	5
5410	1394	1528	836	3375	17328	0	1689	6187	1300	96	1841	2100	635	5147	2100	3
5415	1645	7010	594	6330	11383	0	2925	4548	0	1000	665	594	3400	17619	819	3
5415	1000	665	594	6330	11383	0	1645	7010	594	2925	4548	0	3400	17619	819	4
5420	2925	4548	919	799	937	0	0	45	0	661	1250	0	4054	2456	696	1
5421	799	937	0	661	1250	0	0	45	0	4054	2456	2000	5190	59651	2000	2
5425	5190	59651	2000	799	937	0	0	45	0	4054	2456	2000	661	1250	0	5
5428	0	45	0	799	937	0	661	1250	0	4054	2456	696	5190	59651	696	3
5429	0	45	0	799	937	0	661	1250	0	4054	2456	2000	5190	59651	2000	3
5433	3400	17619	295	1395	527	0	0	34996	0	4409	19541	295	2925	4548	615	4
5452	468	728	257	3375	17328	424	1394	1528	278	96	1841	628	1689	6187	0	2
5453	3400	17619	366	1395	527	251	0	34996	251	672	359	0	3375	17328	424	4
5454	2477	10492	1828	1504	198	0	671	1492	1600	527	106	1828	1239	12395	1828	5
5456	233	1470	0	217	216	0	1816	3919	609	1617	1259	0	671	1492	507	4
5460	1816	3919	609	217	216	0	1617	1259	0	233	1470	0	163	1310	759	3
5471	78	112	0	1816	3919	0	1617	1259	1800	233	1470	1800	646	194	2516	2
5473	0	955	0	1184	228	527	4054	2456	3098	526	3918	547	233	1470	609	3
5474	5190	59651	0	4054	2456	0	163	1310	1264	54	1601	1264	526	3918	2132	2
5476	54	1601	388	5190	59651	0	163	1310	388	4054	2456	0	1247	4727	388	4
5478	1028	4333	1976	2932	2181	876	2109	1759	0	1556	434	1896	1548	12008	1976	3
5481	63	1050	2088	946	236	960	854	263	1204	3610	5189	1676	2725	3107	0	5
5486	946	236	425	2725	3107	0	854	263	549	898	56296	976	3610	5189	668	4
5497	63	1050	488	854	263	0	2725	3107	549	0	5333	488	3610	5189	631	3
5503	2109	1759	0	2932	2181	289	1028	4333	578	1556	434	557	1548	12008	578	1
5504	2109	1759	289	578	105	191	2932	2181	0	1556	434	362	1028	4333	578	3
5507	1556	434	1896	2932	2181	876	1028	4333	1976	2109	1759	0	1548	12008	1412	4
5507	2932	2181	289	2109	1759	0	1028	4333	578	1556	434	557	1548	12008	578	1
5508	1556	434	557	2109	1759	0	1028	4333	578	2932	2181	289	1548	12008	578	4
5511	2109	1759	0	2932	2181	289	1028	4333	578	1556	434	557	1548	12008	578	2
5511	1556	434	557	2932	2181	289	1028	4333	578	2109	1759	0	1548	12008	578	4
6009	824	3043	0	1331	3291	0	35	185	1680	554	2979	2108	2932	2181	876	2
6025	0	1064	0	74	130	0	1856	3751	1276	686	368	845	724	2219	845	3
6030	135	52	0	4160	19515	866	233	313	0	629	779	585	0	1064	0	2
6031	1617	1259	0	217	216	0	1816	3919	1884	233	1470	0	629	779	2584	1
6031	1617	1259	0	217	216	0	1223	42422	919	233	1470	0	1816	3919	609	3
6036	2063	3878	0	442	125	0	231	2347	0	177	907	618	1481	1372	618	3
6038	1481	1372	2100	442	125	0	2063	3878	0	177	907	2100	231	2347	0	5
6040	1481	1372	2100	442	125	0	2063	3878	0	177	907	2100	231	2347	0	5
6043	231	2347	0	332	450	0	0	142	490	58	189	560	3375	17328	814	5
6043	231	2347	600	332	450	0	0	142	490	58	189	560	803	1587	944	5
6053	1223	42422	1054	824	3043	0	1331	3291	0	554	2979	626	58	189	560	1
6053	602	1142	1600	1331	3291	0	35	185	1680	554	2979	2108	824	3043	0	5
6054	85	0	0	2773	4402	0	183	328	0	733	5931	0	1331	3291	0	2
6079	1395	527	752	6330	11383	280	2925	4548	280	1000	665	758	1645	7010	758	3
